seg_id,year,opus_screen
2023-06-15#t12886w0,2023,12
2023-03-24#t11013w9,2023,12
2022-05-20#t7236w0,2022,12
2021-11-25#t4699w1,2021,12
2021-12-15#t5779w0,2021,12
2021-12-08#t5348w0,2021,12
2025-03-19#t1035w0,2025,12
2025-10-24#t152w0,2025,12
2025-03-27#t1544w0,2025,12
2018-11-23#t740w7,2018,12
2021-05-13#t2256w0,2021,12
2019-03-22#t1280w0,2019,12
2025-05-08#t1902w1,2025,12
2023-10-25#t13406w3,2023,12
2018-10-24#t97w0,2018,12
2023-06-06#t12307w0,2023,12
2019-11-19#t116w0,2019,12
2024-05-07#t16196w1,2024,12
2023-12-12#t15373w1,2023,12
2021-12-07#t5238w0,2021,12
2019-05-08#t1446w0,2019,12
2018-10-24#t28w0,2018,12
2022-05-18#t7069w0,2022,12
2026-05-08#t2911w0,2026,12
2025-03-19#t1040w0,2025,12
2023-03-29#t11256w11,2023,12
2025-03-19#t1005w0,2025,12
2025-05-29#t2849w0,2025,12
2020-11-20#t280w1,2020,12
2019-11-27#t230w3,2019,12
2022-06-10#t7945w0,2022,12
2025-12-04#t1486w0,2025,12
2025-11-06#t756w0,2025,12
2018-10-30#t235w0,2018,12
2023-05-17#t11935w0,2023,12
2022-11-25#t9866w0,2022,12
2025-05-08#t1817w0,2025,12
2021-12-10#t5561w0,2021,12
2025-10-28#t207w0,2025,12
2022-05-19#t7079w0,2022,12
2025-03-19#t1105w3,2025,12
2025-12-04#t1487w0,2025,12
2023-06-15#t12910w3,2023,12
2018-10-31#t354w0,2018,12
2023-12-01#t14827w5,2023,12
2020-06-11#t4412w0,2020,12
2022-05-17#t6959w0,2022,12
2021-03-24#t1753w0,2021,12
2025-03-25#t1381w0,2025,12
2023-06-15#t12939w7,2023,12
2025-03-19#t1049w0,2025,12
2025-05-14#t2196w0,2025,12
2021-06-02#t3055w0,2021,11
2023-10-24#t13344w12,2023,11
2022-03-31#t6453w1,2022,11
2025-11-07#t859w0,2025,11
2021-06-02#t3099w0,2021,11
2025-05-14#t2332w0,2025,11
2023-03-24#t11040w4,2023,11
2020-12-09#t443w0,2020,11
2024-03-28#t15991w0,2024,11
2021-06-11#t3703w0,2021,11
2022-05-12#t6866w2,2022,11
2021-05-21#t2861w0,2021,11
2021-12-17#t5977w0,2021,11
2022-11-03#t9114w1,2022,11
2024-05-29#t17066w0,2024,11
2021-06-11#t3706w0,2021,11
2025-03-26#t1402w0,2025,11
2022-05-13#t6886w0,2022,11
2018-11-20#t545w1,2018,11
2022-12-08#t10353w5,2022,11
2022-03-31#t6453w3,2022,11
2020-12-08#t434w16,2020,11
2022-12-08#t10273w0,2022,11
2019-12-17#t3277w0,2019,11
2020-12-08#t344w0,2020,11
2024-12-10#t551w0,2024,10
2022-05-11#t6741w1,2022,10
2019-05-28#t1970w0,2019,10
2023-06-13#t12681w0,2023,10
2025-03-27#t1602w0,2025,10
2024-12-13#t935w0,2024,10
2023-10-18#t13072w0,2023,10
2024-12-12#t766w0,2024,10
2022-12-14#t10565w0,2022,10
2021-06-09#t3496w0,2021,10
2025-11-20#t1206w0,2025,10
2021-05-13#t2353w0,2021,10
2019-03-22#t1331w5,2019,10
2022-11-23#t9703w0,2022,10
2025-12-12#t1974w0,2025,10
2022-10-05#t8215w0,2022,10
2022-03-25#t6164w4,2022,10
2025-03-27#t1630w0,2025,10
2022-12-14#t10561w0,2022,10
2023-11-23#t14280w0,2023,10
2023-05-10#t11640w0,2023,10
2018-10-30#t276w1,2018,10
2024-05-09#t16436w0,2024,10
2025-12-11#t1930w0,2025,10
2023-03-29#t11191w0,2023,10
2024-11-27#t431w0,2024,10
2021-11-04#t4110w6,2021,10
2022-06-08#t7762w0,2022,10
2021-06-11#t3748w0,2021,10
2019-05-14#t1599w0,2019,10
2021-12-10#t5558w0,2021,10
2023-11-23#t14344w1,2023,10
2025-05-27#t2671w1,2025,10
2022-11-17#t9453w0,2022,10
2021-03-17#t1511w3,2021,10
2020-12-17#t1150w1,2020,10
2024-11-27#t443w4,2024,10
2023-12-05#t14934w1,2023,10
2025-03-27#t1602w6,2025,10
2024-03-26#t15830w13,2024,10
2019-05-10#t109w0,2019,10
2022-10-05#t8220w2,2022,10
2019-12-13#t3246w2,2019,10
2024-03-20#t15558w0,2024,10
2022-11-02#t8982w5,2022,10
2021-06-01#t3034w6,2021,10
2025-12-02#t1372w2,2025,10
2020-12-15#t836w0,2020,10
2025-03-21#t1265w0,2025,10
2024-06-04#t17435w0,2024,10
2020-06-09#t4280w0,2020,10
2020-12-10#t614w0,2020,10
2023-11-21#t14025w0,2023,10
2023-05-17#t12004w0,2023,10
2025-05-13#t2051w0,2025,10
2022-05-12#t6775w0,2022,10
2025-12-03#t1415w0,2025,10
2025-05-16#t2538w0,2025,10
2023-06-08#t12519w2,2023,10
2023-03-28#t11101w0,2023,10
2023-12-06#t15047w3,2023,10
2025-05-14#t2326w0,2025,10
2022-03-22#t5992w6,2022,10
2025-03-19#t1155w0,2025,10
2023-12-05#t14932w0,2023,10
2025-12-04#t1485w0,2025,10
2025-11-05#t644w0,2025,10
2025-03-19#t1064w0,2025,10
2020-03-11#t3710w0,2020,10
2019-12-10#t2944w0,2019,10
2022-11-01#t8781w0,2022,10
2022-03-25#t6139w8,2022,10
2020-03-13#t3889w0,2020,10
2020-06-09#t4274w0,2020,10
2024-12-13#t925w0,2024,10
2024-03-27#t15973w1,2024,10
2025-03-21#t1211w0,2025,10
2023-06-15#t12932w0,2023,10
2025-05-29#t2894w0,2025,10
2024-05-30#t17177w0,2024,10
2023-05-10#t11641w2,2023,10
2026-05-05#t2600w0,2026,10
2025-11-07#t888w0,2025,10
2018-11-23#t658w0,2018,10
2022-11-25#t9856w0,2022,10
2022-06-02#t7598w0,2022,10
2019-11-27#t261w11,2019,10
2018-11-01#t467w19,2018,10
2022-05-10#t6509w0,2022,10
2021-11-04#t4042w0,2021,10
2024-03-21#t15609w4,2024,10
2025-03-27#t1594w0,2025,10
2021-06-10#t3530w0,2021,10
2021-11-26#t4728w0,2021,10
2025-06-03#t3132w2,2025,10
2022-05-12#t6849w3,2022,10
2019-11-28#t2712w0,2019,10
2025-05-09#t1967w0,2025,10
2021-06-11#t3715w0,2021,10
2021-12-10#t5574w0,2021,10
2020-06-18#t4805w0,2020,10
2023-03-23#t10940w6,2023,10
2021-06-08#t3428w0,2021,10
2025-03-25#t1383w7,2025,10
2023-05-16#t11906w0,2023,10
2025-06-04#t3201w0,2025,10
2026-05-13#t3064w0,2026,10
2023-06-15#t12833w0,2023,10
2021-06-08#t3420w0,2021,10
2026-03-24#t2254w0,2026,10
2023-05-18#t12072w0,2023,10
2025-11-20#t1159w0,2025,10
2022-12-07#t10082w0,2022,10
2025-10-30#t537w5,2025,10
2025-03-26#t1417w0,2025,10
2025-11-05#t657w0,2025,10
2019-11-20#t2432w0,2019,10
2026-03-24#t2243w0,2026,10
2023-11-03#t13956w0,2023,10
2021-12-03#t5108w0,2021,10
2025-10-22#t66w0,2025,10
2019-11-27#t238w4,2019,10
2023-10-25#t13444w0,2023,10
2025-06-05#t3317w0,2025,10
2020-11-18#t39w0,2020,10
2025-03-27#t1570w0,2025,10
2023-05-19#t12277w5,2023,10
2022-03-22#t5985w0,2022,10
2021-12-14#t5684w0,2021,10
2018-11-23#t656w0,2018,10
2019-11-21#t2460w11,2019,10
2025-11-21#t1234w0,2025,10
2025-11-18#t983w0,2025,10
2022-03-29#t6168w0,2022,10
2022-10-07#t8356w0,2022,10
2020-12-15#t817w0,2020,10
2023-05-11#t11675w0,2023,10
2023-11-24#t14406w0,2023,10
2018-10-26#t188w3,2018,10
2022-11-02#t8903w0,2022,10
2023-10-24#t13310w0,2023,10
2025-12-05#t1594w0,2025,10
2024-12-13#t877w0,2024,10
2019-03-22#t1309w13,2019,10
2022-11-15#t9213w2,2022,10
2021-05-19#t2729w2,2021,10
2024-06-05#t17533w3,2024,10
2025-12-12#t2026w3,2025,10
2025-05-29#t2907w2,2025,10
2023-05-19#t12227w0,2023,10
2024-11-26#t319w3,2024,10
2023-12-08#t15261w0,2023,10
2019-11-28#t2856w6,2019,10
2023-11-29#t14570w0,2023,10
2023-03-22#t10883w0,2023,10
2021-11-26#t4759w0,2021,10
2024-11-26#t312w6,2024,10
2023-05-10#t11600w0,2023,10
2024-11-20#t38w0,2024,10
2021-06-10#t3553w0,2021,10
2025-03-25#t1383w6,2025,10
2024-11-22#t211w0,2024,10
2024-06-06#t17560w0,2024,10
2022-10-05#t8221w4,2022,10
2021-12-09#t5488w0,2021,10
2020-06-16#t4601w0,2020,10
2025-05-15#t2359w0,2025,10
2021-11-23#t4495w0,2021,10
2024-11-26#t236w0,2024,10
2024-05-29#t17046w0,2024,10
2022-05-11#t6692w0,2022,10
2025-05-13#t2086w0,2025,10
2021-05-21#t2921w0,2021,10
2019-12-17#t3372w6,2019,10
2021-11-05#t4131w0,2021,10
2024-03-22#t15695w16,2024,10
2026-03-25#t2454w2,2026,10
2026-05-14#t3169w2,2026,10
2022-06-02#t7567w1,2022,10
2024-05-15#t16634w0,2024,10
2025-11-20#t1134w0,2025,10
2023-11-28#t14517w2,2023,10
2023-05-11#t11767w0,2023,10
2021-12-07#t5300w3,2021,10
2023-12-05#t14932w7,2023,10
2022-12-13#t10512w3,2022,10
2018-11-23#t739w14,2018,10
2025-10-29#t367w0,2025,10
2020-12-10#t593w0,2020,10
2020-11-20#t253w0,2020,10
2019-11-22#t2490w0,2019,10
2025-05-16#t2533w1,2025,10
2018-10-31#t391w6,2018,10
2023-11-01#t13675w0,2023,10
2023-03-22#t10931w0,2023,10
2019-11-28#t2815w3,2019,10
2022-12-15#t10657w0,2022,10
2023-12-08#t15230w0,2023,10
2023-11-01#t13683w0,2023,10
2023-03-29#t11190w0,2023,10
2022-06-01#t7440w0,2022,10
2022-06-08#t7797w0,2022,10
2021-06-03#t3292w4,2021,10
2021-03-23#t1684w3,2021,10
2022-06-01#t7387w0,2022,10
2020-03-13#t3940w0,2020,10
2026-05-13#t3024w0,2026,10
2022-06-02#t7542w1,2022,10
2024-03-27#t15848w0,2024,10
2018-11-01#t422w0,2018,10
2021-11-09#t4226w0,2021,10
2024-05-28#t16954w0,2024,10
2022-05-11#t6744w2,2022,10
2026-05-08#t2900w0,2026,10
2021-06-09#t3494w0,2021,10
2023-12-13#t15428w0,2023,10
2019-03-22#t1303w1,2019,10
2023-03-29#t11229w0,2023,10
2018-11-01#t508w2,2018,10
2022-12-06#t10028w2,2022,10
2024-05-08#t16346w1,2024,10
2025-06-06#t3384w0,2025,10
2018-10-26#t167w0,2018,10
2023-12-13#t15439w0,2023,10
2021-12-08#t5309w0,2021,10
2023-05-16#t11901w0,2023,10
2022-06-02#t7481w0,2022,10
2023-11-02#t13850w0,2023,10
2026-05-05#t2630w0,2026,10
2021-12-09#t5472w0,2021,10
2022-03-29#t6249w3,2022,10
2021-11-05#t4167w0,2021,10
2024-05-16#t16734w0,2024,10
2024-11-26#t303w0,2024,10
2018-10-31#t338w0,2018,10
2022-05-10#t6555w0,2022,10
2025-03-27#t1614w3,2025,10
2021-12-07#t5299w10,2021,10
2022-11-02#t8944w0,2022,10
2018-10-24#t65w0,2018,10
2022-05-19#t7186w1,2022,10
2022-05-31#t7350w7,2022,10
2021-11-23#t4508w0,2021,10
2023-11-30#t14721w4,2023,10
2025-10-29#t396w1,2025,10
2025-11-20#t1132w0,2025,10
2019-11-27#t238w0,2019,10
2025-12-04#t1484w0,2025,10
2025-10-22#t88w0,2025,10
2025-03-25#t1308w0,2025,10
2021-06-10#t3552w0,2021,10
2023-11-22#t14139w0,2023,10
2022-06-01#t7426w0,2022,10
2022-05-10#t6535w0,2022,10
2018-10-31#t373w6,2018,10
2019-11-28#t2756w0,2019,10
2026-03-20#t2166w0,2026,10
2018-10-24#t113w0,2018,10
2021-05-12#t2209w3,2021,10
2024-03-20#t15605w1,2024,10
2023-03-28#t11155w4,2023,10
2024-05-09#t16445w0,2024,10
2023-03-29#t11174w0,2023,10
2024-11-26#t311w3,2024,10
2024-05-08#t16346w4,2024,10
2019-05-28#t1927w0,2019,10
2020-06-11#t4509w0,2020,10
2025-12-03#t1450w6,2025,10
2023-11-30#t14715w0,2023,10
2021-05-20#t2823w3,2021,10
2022-10-28#t8759w1,2022,10
2025-05-13#t2052w0,2025,10
2020-11-19#t146w8,2020,10
2022-05-11#t6598w0,2022,10
2022-11-23#t9717w0,2022,10
2018-11-30#t988w11,2018,10
2025-03-19#t1106w2,2025,10
2020-03-11#t3831w2,2020,10
2025-06-04#t3205w0,2025,10
2024-12-11#t651w0,2024,10
2022-05-10#t6502w0,2022,10
2021-12-02#t5052w0,2021,10
2023-12-12#t15387w0,2023,10
2020-06-17#t4629w0,2020,10
2023-10-25#t13417w0,2023,10
2022-05-11#t6646w0,2022,10
2024-03-26#t15800w1,2024,10
2025-03-19#t1142w4,2025,10
2024-06-05#t17459w0,2024,10
2023-12-07#t15102w0,2023,10
2023-03-28#t11154w7,2023,10
2022-05-13#t6921w0,2022,10
2019-11-26#t2664w0,2019,10
2025-05-27#t2606w0,2025,10
2023-05-09#t11488w0,2023,10
2022-03-30#t6356w3,2022,10
2026-03-24#t2314w8,2026,10
2023-06-07#t12415w0,2023,10
2024-05-31#t17273w0,2024,10
2023-10-25#t13460w5,2023,10
2024-11-19#t1w1,2024,10
2019-05-31#t2183w0,2019,10
2019-05-28#t1906w0,2019,10
2024-05-07#t16211w0,2024,10
2023-11-28#t14435w0,2023,10
2020-11-18#t77w0,2020,10
2024-05-28#t17032w5,2024,10
2026-05-13#t2993w0,2026,10
2024-11-22#t209w0,2024,10
2026-03-18#t2098w0,2026,10
2021-11-05#t4142w0,2021,10
2025-12-12#t1972w0,2025,10
2022-03-30#t6349w3,2022,10
2021-12-16#t5879w2,2021,10
2021-06-03#t3229w0,2021,10
2025-03-21#t1225w0,2025,10
2021-12-16#t5886w0,2021,10
2020-12-17#t1090w0,2020,10
2020-05-27#t4203w1,2020,10
2022-03-31#t6429w4,2022,10
2020-06-10#t4351w0,2020,10
2025-12-09#t1631w0,2025,10
2020-12-11#t755w9,2020,10
2021-05-11#t2033w0,2021,10
2024-05-30#t17245w0,2024,10
2021-03-23#t1628w0,2021,10
2022-11-18#t9570w0,2022,10
2019-12-17#t3295w0,2019,10
2019-05-31#t2192w0,2019,10
2022-05-12#t6786w0,2022,10
2019-05-16#t1776w0,2019,10
2022-03-25#t6079w0,2022,10
2024-03-20#t15594w0,2024,10
2022-11-25#t9915w1,2022,10
2018-11-21#t610w0,2018,10
2025-11-21#t1237w0,2025,10
2022-10-04#t8086w0,2022,10
2018-10-31#t366w0,2018,10
2021-06-10#t3542w0,2021,10
2021-12-14#t5712w0,2021,10
2019-11-28#t2832w6,2019,10
2024-05-09#t16391w0,2024,10
2025-05-14#t2243w4,2025,10
2020-12-09#t521w0,2020,10
2023-06-13#t12731w10,2023,10
2019-05-07#t1339w2,2019,10
2023-11-30#t14723w6,2023,10
2025-12-02#t1372w1,2025,10
2019-12-19#t3479w0,2019,10
2023-03-24#t11013w0,2023,10
2025-12-04#t1520w0,2025,10
2025-05-29#t2875w0,2025,10
2023-06-06#t12327w0,2023,10
2020-06-09#t4241w0,2020,10
2024-03-27#t15979w9,2024,10
2021-12-02#t5031w2,2021,10
2018-11-01#t467w11,2018,10
2025-11-04#t582w0,2025,10
2024-11-28#t537w4,2024,10
2019-12-10#t2955w1,2019,10
2025-05-15#t2367w0,2025,10
2023-05-11#t11682w0,2023,10
2025-05-30#t2976w0,2025,10
2025-03-21#t1250w6,2025,10
2022-11-23#t9706w0,2022,10
2024-05-08#t16267w0,2024,10
2025-12-09#t1691w0,2025,10
2025-03-21#t1247w0,2025,10
2019-11-26#t2694w6,2019,10
2019-12-12#t287w0,2019,10
2024-12-10#t590w0,2024,10
2023-11-23#t14288w0,2023,10
2018-11-22#t648w3,2018,10
2025-11-20#t1152w0,2025,10
2019-11-28#t2798w0,2019,10
2024-03-27#t15898w0,2024,10
2021-05-13#t2287w0,2021,10
2019-05-14#t1624w0,2019,10
2026-05-06#t2656w0,2026,10
2026-03-20#t2193w0,2026,10
2022-05-12#t6778w0,2022,10
2021-12-09#t5551w5,2021,10
2025-10-29#t358w0,2025,10
2022-06-01#t7434w0,2022,10
2022-11-15#t9197w0,2022,10
2019-12-17#t3267w0,2019,10
2024-12-13#t951w0,2024,10
2021-05-19#t2613w0,2021,10
2019-12-19#t3566w1,2019,10
2022-10-07#t8402w0,2022,10
2020-03-11#t3748w0,2020,10
2023-03-23#t10940w10,2023,10
2019-11-27#t135w0,2019,10
2022-10-06#t8275w0,2022,10
2020-12-08#t371w0,2020,10
2018-12-11#t1081w1,2018,10
2023-05-18#t12139w0,2023,10
2021-03-17#t1440w0,2021,10
2023-03-30#t11314w0,2023,10
2022-12-13#t10466w0,2022,10
2019-12-10#t2899w0,2019,10
2025-05-27#t2670w2,2025,10
2019-12-11#t3033w0,2019,10
2022-11-17#t9431w0,2022,10
2023-03-30#t11373w0,2023,10
2022-11-15#t9152w0,2022,10
2023-06-08#t12538w1,2023,10
2024-03-27#t15948w10,2024,10
2024-03-27#t15983w6,2024,10
2026-05-13#t3032w0,2026,10
2023-05-19#t12261w0,2023,10
2021-11-25#t4717w1,2021,10
2020-12-08#t347w0,2020,10
2021-11-03#t3966w2,2021,10
2022-05-10#t6574w0,2022,10
2022-05-20#t7281w4,2022,10
2021-06-02#t3095w0,2021,10
2022-10-04#t8079w0,2022,10
2022-12-15#t10643w0,2022,10
2025-12-09#t1699w0,2025,10
2023-03-22#t10855w0,2023,10
2024-11-28#t458w0,2024,10
2022-05-19#t7186w0,2022,10
2024-05-07#t16109w0,2024,10
2023-05-10#t11627w1,2023,10
2019-12-13#t3243w0,2019,10
2019-12-12#t275w0,2019,10
2018-10-26#t191w9,2018,10
2019-05-07#t1337w0,2019,10
2023-06-15#t12932w2,2023,10
2023-12-05#t14926w14,2023,10
2019-05-10#t23w0,2019,10
2023-06-15#t12960w0,2023,10
2019-12-10#t2870w0,2019,10
2022-11-01#t8864w1,2022,10
2021-12-07#t5254w0,2021,10
2023-06-14#t12811w0,2023,10
2023-11-23#t14261w0,2023,10
2022-03-31#t6373w0,2022,10
2021-03-24#t1803w1,2021,10
2021-02-12#t1388w1,2021,10
2023-05-12#t11805w0,2023,10
2022-10-06#t8323w6,2022,10
2025-06-04#t3196w0,2025,10
2022-05-31#t7288w0,2022,10
2023-06-16#t13004w0,2023,10
2020-12-15#t767w0,2020,10
2022-03-25#t6164w2,2022,10
2021-03-19#t1613w13,2021,10
2020-12-18#t1215w0,2020,10
2026-05-14#t3172w2,2026,10
2022-03-29#t6259w3,2022,10
2019-05-10#t89w0,2019,10
2019-05-08#t1439w0,2019,10
2025-10-31#t538w5,2025,10
2024-11-27#t427w0,2024,10
2020-03-11#t3761w0,2020,10
2023-05-17#t11978w0,2023,10
2022-11-22#t9621w0,2022,10
2018-10-26#t184w1,2018,10
2020-06-16#t4524w0,2020,10
2019-12-12#t365w0,2019,10
2023-11-24#t14401w0,2023,10
2025-03-26#t1420w0,2025,10
2023-12-05#t14884w0,2023,10
2023-06-08#t12475w0,2023,10
2019-11-22#t2514w0,2019,10
2021-11-25#t4697w0,2021,10
2021-12-14#t5689w0,2021,10
2021-12-17#t5912w0,2021,10
2025-11-20#t1108w0,2025,10
2022-05-18#t7012w0,2022,10
2018-11-28#t969w6,2018,10
2021-11-05#t4126w0,2021,10
2022-05-10#t6549w2,2022,10
2019-03-21#t1199w6,2019,10
2023-03-29#t11171w0,2023,10
2025-10-30#t438w0,2025,10
2025-05-15#t2454w2,2025,10
2021-03-23#t1661w0,2021,10
2018-11-23#t750w2,2018,10
2018-12-12#t1177w3,2018,10
2023-10-26#t13483w0,2023,10
2024-06-07#t17740w0,2024,10
2018-10-26#t150w0,2018,10
2021-06-03#t3234w0,2021,10
2021-05-19#t2644w0,2021,10
2019-03-21#t1198w0,2019,10
2025-05-07#t1759w0,2025,10
2025-05-29#t2909w3,2025,10
2024-05-16#t16765w0,2024,10
2020-12-18#t1220w0,2020,10
2024-05-10#t16500w0,2024,10
2023-03-22#t10905w0,2023,10
2023-12-01#t14765w0,2023,10
2022-06-10#t7936w0,2022,10
2025-05-13#t2067w0,2025,10
2024-12-13#t892w0,2024,10
2022-10-07#t8425w1,2022,10
2021-05-11#t2009w0,2021,10
2022-06-03#t7678w1,2022,10
2025-03-27#t1629w0,2025,10
2024-03-27#t15979w8,2024,10
2019-05-16#t1855w0,2019,10
2022-12-13#t10523w0,2022,10
2023-11-23#t14329w1,2023,10
2025-03-25#t1279w0,2025,10
2023-06-08#t12479w0,2023,10
2026-03-26#t2525w0,2026,10
2024-05-16#t16755w0,2024,10
2023-06-07#t12420w0,2023,10
2022-05-12#t6785w0,2022,10
2023-05-19#t12222w0,2023,10
2024-05-16#t16828w4,2024,10
2024-03-26#t15809w2,2024,10
2024-05-29#t17128w2,2024,10
2022-05-11#t6726w0,2022,10
2023-03-22#t10851w0,2023,10
2023-03-30#t11347w0,2023,10
2019-05-10#t33w0,2019,10
2018-11-27#t843w5,2018,10
2023-11-30#t14717w0,2023,10
2023-06-13#t12726w4,2023,10
2025-03-27#t1614w1,2025,10
2019-12-17#t3274w0,2019,10
2019-12-12#t272w0,2019,10
2020-12-10#t592w0,2020,10
2021-11-02#t3783w0,2021,10
2026-05-06#t2693w0,2026,10
2023-05-18#t12105w0,2023,10
2021-05-19#t2635w0,2021,10
2018-11-21#t642w0,2018,10
2024-05-10#t16492w0,2024,10
2025-11-21#t1261w0,2025,10
2021-05-19#t2652w0,2021,10
2025-10-31#t539w4,2025,10
2018-10-25#t120w9,2018,10
2023-11-23#t14240w0,2023,10
2025-05-30#t2959w0,2025,10
2023-10-31#t13639w0,2023,10
2023-11-03#t13897w0,2023,10
2022-11-01#t8823w0,2022,10
2020-03-11#t3783w0,2020,10
2023-03-30#t11317w0,2023,10
2021-05-13#t2293w0,2021,10
2023-12-12#t15382w1,2023,10
2023-05-12#t11817w0,2023,10
2023-12-06#t15006w0,2023,10
2019-12-10#t2871w0,2019,10
2025-05-07#t1793w2,2025,10
2022-12-08#t10344w6,2022,10
2023-10-18#t13133w0,2023,10
2022-11-03#t9047w0,2022,10
2023-05-18#t12170w0,2023,10
2023-06-15#t12932w6,2023,10
2020-12-11#t710w0,2020,10
2022-10-05#t8154w0,2022,10
2021-12-02#t4952w0,2021,10
2022-12-14#t10588w0,2022,10
2023-05-10#t11596w0,2023,10
2025-11-04#t575w0,2025,10
2022-11-03#t9035w0,2022,10
2023-11-23#t14344w0,2023,10
2018-11-01#t503w1,2018,10
2023-06-09#t12642w4,2023,10
2019-11-27#t192w0,2019,10
2025-03-27#t1624w0,2025,10
2022-11-01#t8862w3,2022,10
2025-03-19#t1096w2,2025,10
2023-11-30#t14723w3,2023,10
2024-03-28#t16009w0,2024,10
2026-03-26#t2499w0,2026,10
2024-05-29#t17056w0,2024,10
2026-03-25#t2418w4,2026,10
2022-12-14#t10560w0,2022,10
2020-06-09#t4235w0,2020,10
2023-03-29#t11200w0,2023,10
2021-05-11#t2017w0,2021,10
2024-05-08#t16342w0,2024,10
2023-10-18#t13153w0,2023,10
2022-11-01#t8857w0,2022,10
2023-10-18#t13085w0,2023,10
2021-12-08#t5411w0,2021,10
2021-05-21#t2909w0,2021,10
2024-11-22#t199w0,2024,10
2025-06-05#t3350w1,2025,10
2024-05-08#t16361w1,2024,10
2024-06-04#t17410w0,2024,10
2023-10-25#t13445w0,2023,10
2021-02-12#t1325w0,2021,10
2018-11-23#t674w0,2018,10
2026-05-05#t2624w0,2026,10
2021-05-21#t2900w0,2021,10
2018-11-01#t432w0,2018,10
2018-11-27#t818w0,2018,10
2023-10-18#t13091w0,2023,10
2025-05-08#t1840w0,2025,10
2019-12-20#t3631w1,2019,10
2023-12-01#t14843w0,2023,10
2025-10-24#t170w0,2025,10
2025-05-06#t1674w0,2025,10
2024-03-20#t15604w0,2024,10
2021-05-20#t2823w5,2021,10
2026-05-06#t2669w0,2026,10
2024-03-28#t16069w1,2024,10
2020-12-17#t1175w1,2020,10
2019-11-22#t2564w0,2019,10
2023-11-22#t14194w0,2023,10
2021-11-03#t3958w3,2021,10
2019-11-28#t2773w0,2019,10
2022-05-12#t6865w2,2022,10
2024-05-10#t16543w0,2024,10
2019-05-08#t1440w0,2019,10
2021-05-20#t2776w0,2021,10
2019-11-26#t2644w0,2019,10
2019-11-27#t183w0,2019,10
2019-05-10#t43w0,2019,10
2026-05-08#t2950w0,2026,10
2020-12-08#t325w0,2020,10
2021-11-05#t4130w0,2021,10
2022-10-11#t8441w0,2022,10
2024-05-28#t17000w0,2024,10
2021-03-17#t1504w0,2021,10
2023-11-28#t14519w4,2023,10
2019-05-10#t38w0,2019,10
2023-11-23#t14311w1,2023,10
2024-11-22#t171w0,2024,10
2022-11-02#t8995w4,2022,10
2025-03-27#t1626w2,2025,10
2023-10-18#t13166w0,2023,10
2020-11-20#t162w0,2020,10
2023-06-16#t13026w0,2023,10
2025-03-19#t1140w1,2025,10
2021-12-17#t5977w2,2021,10
2025-03-26#t1502w1,2025,10
2023-12-01#t14755w0,2023,10
2026-05-14#t3097w0,2026,10
2021-05-21#t2849w0,2021,10
2023-05-16#t11920w0,2023,10
2018-12-12#t1182w0,2018,10
2022-12-14#t10601w4,2022,10
2025-05-29#t2850w0,2025,10
2023-03-30#t11417w4,2023,10
2018-11-01#t437w0,2018,10
2022-05-11#t6599w0,2022,10
2024-11-26#t312w2,2024,10
2023-11-03#t13927w0,2023,10
2021-03-25#t1968w0,2021,10
2024-05-16#t16747w0,2024,10
2024-06-06#t17665w1,2024,10
2021-12-03#t5142w3,2021,10
2021-05-12#t2231w0,2021,10
2024-03-27#t15970w2,2024,10
2019-05-31#t2131w0,2019,10
2022-12-08#t10244w0,2022,10
2025-03-19#t1080w6,2025,10
2025-11-18#t951w0,2025,10
2024-05-28#t17039w1,2024,10
2025-11-05#t648w0,2025,10
2024-03-20#t15527w0,2024,10
2022-11-15#t9195w1,2022,10
2021-11-25#t4717w3,2021,10
2022-06-08#t7837w2,2022,10
2022-03-31#t6379w0,2022,10
2022-11-01#t8855w7,2022,10
2025-03-25#t1316w0,2025,10
2026-03-24#t2291w0,2026,10
2021-11-12#t4408w0,2021,10
2025-10-29#t315w0,2025,10
2024-05-07#t16215w0,2024,10
2022-05-10#t6505w0,2022,10
2024-11-22#t151w0,2024,10
2020-12-09#t566w0,2020,10
2024-11-26#t312w7,2024,10
2022-05-18#t7036w0,2022,10
2024-05-28#t17011w0,2024,10
2023-11-01#t13735w0,2023,10
2023-10-18#t13068w0,2023,10
2023-05-18#t12138w0,2023,10
2024-05-09#t16418w0,2024,10
2021-05-21#t2953w0,2021,10
2020-12-11#t693w0,2020,10
2020-05-26#t4066w0,2020,10
2024-12-12#t734w0,2024,10
2021-03-23#t1713w2,2021,10
2023-06-08#t12460w0,2023,10
2022-11-03#t9114w3,2022,10
2023-10-20#t13202w0,2023,10
2022-06-10#t8008w1,2022,10
2021-06-10#t3679w3,2021,10
2024-03-22#t15663w0,2024,10
2023-11-29#t14550w0,2023,10
2022-06-07#t7708w0,2022,10
2026-03-24#t2332w1,2026,10
2022-11-25#t9882w0,2022,10
2025-05-07#t1809w2,2025,10
2023-11-24#t14407w0,2023,10
2022-05-11#t6669w2,2022,10
2021-12-08#t5314w0,2021,10
2023-05-19#t12270w5,2023,10
2021-03-17#t1451w0,2021,10
2022-03-31#t6471w6,2022,10
2018-10-25#t120w7,2018,10
2023-11-22#t14200w0,2023,10
2020-11-19#t146w16,2020,10
2023-12-06#t14960w0,2023,10
2023-10-26#t13536w0,2023,10
