coding,word,occ_2018_2026,takeoff_year,cross_top,cross_bottom,d_bottom_minus_top,level_cross_top,level_cross_bottom,occ_top,occ_bottom
folk,commendable,2013,,2014.03,2014.38,+0.35,2006.00,2006.00,1334,266
folk,compelling,5987,,2015.01,2015.43,+0.42,2006.00,2006.00,4844,566
folk,complex,44197,,2015.88,2015.84,-0.04,2006.00,2006.00,27040,4557
folk,comprehend,1646,,2015.08,2013.98,-1.10,2006.00,2006.00,1099,197
folk,comprehensive,33714,,2014.54,2015.18,+0.65,2006.00,2006.00,24998,4129
folk,comprising,1850,,2015.16,2013.55,-1.61,2006.00,2006.00,1801,232
folk,conditions,73843,,2015.65,2015.13,-0.53,2006.00,2006.00,47281,8936
folk,conducted,22997,,2014.36,2014.08,-0.28,2006.00,2006.00,18322,3195
folk,consequently,2618,,2011.74,2012.61,+0.87,2006.00,2006.00,2798,485
folk,contributing,12684,,2016.67,2016.17,-0.50,2006.00,2006.00,6822,1311
folk,crafted,2139,,2015.69,2015.73,+0.04,2006.00,2006.00,1570,208
folk,crafting,1111,,2015.63,2017.71,+2.08,2006.00,2006.00,694,98
folk,crucial,33656,,2015.96,2018.19,+2.23,2006.00,2006.00,17317,3678
folk,declare,11634,,2015.99,2015.96,-0.03,2006.00,2006.00,6838,1243
folk,declared,13911,,2015.97,2015.14,-0.83,2006.00,2006.00,8908,1623
folk,delve,1114,,2017.49,2014.37,-3.12,2006.00,2006.00,544,109
folk,demonstrated,17217,,2015.37,2014.63,-0.73,2006.00,2006.00,11820,1854
folk,demonstrates,11598,,2015.27,2015.61,+0.34,2006.00,2006.00,7293,1251
folk,demonstrating,4953,,2016.46,2017.08,+0.62,2006.00,2006.00,2896,480
folk,despite,77944,,2016.40,2017.04,+0.64,2006.00,2006.00,44158,8294
folk,detailing,1895,,2015.69,2015.31,-0.38,2006.00,2006.12,1294,246
folk,diminishes,1041,,2015.93,2015.46,-0.48,2006.00,2006.00,697,116
folk,diminishing,1721,,2015.10,2014.96,-0.13,2006.00,2006.00,1213,236
folk,displaying,1451,,2018.41,2016.10,-2.31,2020.00,2006.00,871,156
folk,distinct,5789,,2015.53,2016.01,+0.49,2006.00,2006.00,3695,664
folk,distinctive,1204,,2013.66,2016.14,+2.49,2006.00,2006.00,905,140
folk,diverse,23948,,2017.22,2017.87,+0.66,2006.00,2006.93,11849,2184
folk,during,251919,,2016.59,2016.63,+0.05,2006.00,2006.00,147252,28410
folk,easing,2824,2019,2019.25,2019.43,+0.18,2007.40,2010.40,1241,195
folk,effectively,45587,,2015.17,2013.64,-1.53,2006.00,2006.00,32980,5757
folk,elevate,1638,2022,2019.91,2020.30,+0.38,2017.55,2018.54,836,118
folk,elevated,2676,,2018.36,2017.31,-1.05,2014.82,2006.00,1421,262
folk,elucidate,1035,2021,2018.89,2015.80,-3.09,2016.09,2006.00,468,38
folk,embracing,2872,,2016.77,2016.96,+0.19,2006.00,2006.00,1490,242
folk,emerged,4350,,2015.05,2013.83,-1.22,2006.00,2006.00,3149,510
folk,emerges,984,,2015.09,2015.09,+0.00,2006.00,2006.00,736,85
folk,emphasises,1056,,2014.26,2014.89,+0.63,2006.00,2006.00,795,125
folk,emphasising,966,,2015.34,2017.55,+2.21,2006.00,2006.00,646,74
folk,emphasize,2764,,2014.05,2016.72,+2.67,2006.00,2006.00,2053,316
folk,employed,21468,,2014.51,2014.64,+0.13,2006.00,2006.00,14545,2693
folk,employing,5261,,2015.21,2015.78,+0.57,2006.00,2006.00,3308,653
folk,employs,4222,,2015.24,2014.72,-0.51,2006.00,2006.00,2550,628
folk,empowers,2863,2025,2018.21,2019.95,+1.74,2015.04,2021.79,1385,200
folk,enabling,16196,,2016.62,2016.59,-0.03,2006.00,2006.00,8046,1351
folk,encompass,1544,,2015.03,2014.27,-0.76,2006.00,2006.00,980,189
folk,encompasses,1440,,2014.60,2014.34,-0.26,2006.00,2006.00,1056,170
folk,encompassing,1087,,2014.33,2015.14,+0.81,2006.00,2006.00,700,147
folk,endangering,1136,,2019.27,2015.30,-3.96,2006.00,2006.00,733,105
folk,endeavours,3318,,2015.66,2013.58,-2.08,2006.00,2006.00,2059,520
folk,enduring,6699,2026,2018.12,2017.43,-0.69,2012.83,2006.79,3786,553
folk,enhance,20597,,2014.91,2015.04,+0.13,2006.00,2006.00,13487,2402
folk,enhanced,13929,,2015.70,2014.94,-0.77,2006.00,2006.00,9294,1545
folk,enhancements,2391,,2017.28,2015.66,-1.62,2007.16,2006.00,1542,375
folk,enhances,2301,,2015.47,2014.04,-1.42,2006.00,2006.00,1485,249
folk,enhancing,7937,,2015.84,2016.93,+1.09,2006.00,2006.00,4426,840
folk,ensuring,98086,,2016.36,2017.80,+1.44,2006.00,2014.38,48289,9440
folk,equipping,1109,,2016.38,2015.23,-1.15,2006.00,2006.00,696,101
folk,escalating,3605,2025,2018.84,2019.87,+1.03,2021.71,2023.02,1657,366
folk,essentials,2365,2021,2021.02,2022.31,+1.28,2020.10,2021.21,735,185
folk,evolving,5047,2025,2017.92,2018.27,+0.35,2006.00,2009.90,2292,436
folk,exacerbating,991,2021,2019.69,2019.40,-0.29,2016.25,2015.50,432,80
folk,exceeding,2918,,2015.48,2014.52,-0.96,2006.00,2006.00,1907,361
folk,exceptional,14283,,2016.20,2017.05,+0.86,2006.00,2006.00,8580,1280
folk,exceptionally,4081,,2016.54,2017.86,+1.32,2006.00,2006.00,2222,510
folk,exhibit,1772,,2015.64,2014.69,-0.95,2006.00,2006.00,1518,272
folk,exhibited,1136,,2015.20,2014.22,-0.98,2006.00,2006.00,857,199
folk,exhibits,1365,,2018.30,2014.81,-3.50,2006.00,2006.00,1237,146
folk,expedite,3575,,2017.67,2018.29,+0.63,2006.00,2006.00,1817,366
folk,expediting,832,2023,2018.23,2015.54,-2.69,2006.00,2006.00,376,68
folk,exploration,8517,,2013.90,2013.89,-0.01,2006.00,2006.00,6141,1295
folk,facilitated,3708,,2017.22,2015.48,-1.74,2006.00,2006.00,2078,392
folk,facilitates,1653,,2015.47,2016.10,+0.63,2006.00,2006.00,1162,152
folk,facilitating,4768,,2016.20,2017.10,+0.90,2006.00,2006.00,3020,547
folk,featuring,1422,,2018.38,2017.86,-0.52,2014.27,2006.00,743,133
folk,fight,50074,,2017.40,2017.60,+0.20,2006.00,2006.00,26518,5208
folk,findings,21561,,2016.53,2016.32,-0.22,2006.00,2006.00,13841,2427
folk,focusing,13159,,2016.23,2017.87,+1.64,2006.00,2006.00,7254,1330
folk,formidable,1471,,2016.64,2016.51,-0.12,2006.00,2006.00,778,164
folk,fostering,4565,2023,2017.23,2019.45,+2.22,2006.00,2022.58,2035,382
folk,fosters,1119,2024,2017.81,2021.10,+3.29,2008.52,2022.18,465,98
folk,foundational,4086,2018,2020.68,2020.91,+0.24,2017.12,2018.10,1283,202
folk,grappling,1871,2021,2019.53,2019.97,+0.44,2016.79,2021.89,801,131
folk,groundbreaking,3546,,2016.59,2016.72,+0.13,2006.00,2006.00,1902,409
folk,groundwork,1872,,2017.20,2017.26,+0.07,2006.95,2007.20,917,196
folk,hardest,6605,2020,2017.88,2017.82,-0.06,2006.39,2009.09,2979,617
folk,harness,3518,,2014.44,2013.59,-0.84,2006.00,2006.00,1951,545
folk,harnessing,861,,2015.85,2015.29,-0.56,2006.00,2006.00,463,62
folk,heightened,2277,,2017.49,2019.27,+1.78,2006.00,2006.00,1197,242
folk,highlight,31194,,2016.74,2016.30,-0.44,2006.00,2006.00,15269,3201
folk,highlighting,8279,,2017.37,2017.66,+0.29,2006.00,2006.00,3734,818
folk,highlights,14378,,2015.73,2016.84,+1.11,2006.00,2006.00,7873,1608
folk,hinder,1747,,2015.77,2015.92,+0.15,2006.00,2006.00,1016,209
folk,hold,63465,,2016.44,2016.47,+0.03,2006.00,2006.00,37257,7072
folk,holds,11102,,2016.10,2016.00,-0.10,2006.00,2006.00,6832,1291
folk,however,206186,,2013.08,2013.76,+0.68,2006.00,2006.00,167197,31882
folk,identified,46487,,2014.96,2014.42,-0.55,2006.00,2006.00,31493,5614
folk,impact,201820,,2016.48,2016.88,+0.41,2006.00,2006.00,104753,20913
folk,impactful,2482,2017,2021.97,2023.06,+1.09,2020.21,2022.75,604,102
folk,impacting,9345,2022,2019.17,2019.56,+0.39,2016.12,2018.31,3515,885
folk,impede,1887,,2015.86,2016.39,+0.53,2006.00,2006.00,1324,230
folk,imperative,8906,,2016.42,2014.40,-2.02,2006.00,2006.00,5195,961
folk,impressive,7630,,2015.59,2016.86,+1.27,2006.00,2006.00,5143,891
folk,including,318907,,2017.20,2017.57,+0.37,2006.00,2006.00,176774,29838
folk,incorporates,1686,,2015.73,2014.56,-1.17,2006.00,2006.00,1290,176
folk,incorporating,2016,,2016.05,2014.81,-1.24,2006.00,2006.00,1368,256
folk,indicating,3969,,2014.31,2013.44,-0.88,2006.00,2006.00,3420,503
folk,individuals,108740,,2015.32,2016.41,+1.09,2006.00,2006.00,68615,11427
folk,influencing,1331,,2015.37,2016.62,+1.25,2006.00,2006.00,866,157
folk,inherent,4466,,2014.83,2014.72,-0.11,2006.00,2006.00,3349,431
folk,initially,10782,,2014.54,2014.60,+0.06,2006.00,2006.00,7683,1360
folk,innovative,18570,,2014.67,2015.05,+0.38,2006.00,2006.00,12377,2107
folk,inquiries,10920,,2015.41,2015.42,+0.00,2006.00,2006.00,7871,1276
folk,insights,3577,2022,2020.30,2019.55,-0.76,2019.80,2016.21,1486,214
folk,integrating,1451,,2015.25,2015.73,+0.47,2006.00,2006.00,912,162
folk,integration,8166,,2015.33,2016.07,+0.74,2006.00,2006.00,5960,946
folk,into,640763,,2015.59,2014.88,-0.71,2006.00,2006.00,398167,80983
folk,introduces,7807,2026,2016.47,2017.65,+1.18,2006.00,2023.87,4419,776
folk,invaluable,6760,,2016.60,2017.11,+0.51,2006.00,2006.00,3611,708
folk,involves,10597,,2013.51,2012.94,-0.57,2006.00,2006.00,9736,1392
folk,involving,14397,,2013.49,2013.30,-0.19,2006.00,2006.00,13635,1990
folk,leading,54247,,2016.93,2017.41,+0.47,2006.00,2006.00,27990,5183
folk,leveraging,1478,,2016.66,2017.37,+0.72,2007.28,2007.41,637,137
folk,like,653010,,2016.58,2016.65,+0.07,2006.00,2006.00,336889,78353
folk,limitations,7633,,2015.04,2017.15,+2.11,2006.00,2006.00,5655,793
folk,linked,11612,,2015.60,2015.12,-0.48,2006.00,2006.00,6814,1141
folk,maintaining,17325,,2015.67,2015.44,-0.23,2006.00,2006.00,10419,2011
folk,midst,6193,2019,2018.82,2019.42,+0.60,2006.00,2006.00,2995,732
folk,multifaceted,1231,2024,2018.03,2017.62,-0.40,2007.01,2006.00,692,89
folk,necessity,6930,,2014.97,2015.26,+0.29,2006.00,2006.00,4919,728
folk,need,800213,,2015.91,2016.38,+0.47,2006.00,2006.00,434972,85512
folk,notable,3549,,2016.00,2017.01,+1.02,2006.00,2006.00,2122,415
folk,notably,4617,,2016.62,2017.07,+0.45,2006.00,2006.00,2557,427
folk,nuanced,1375,2019,2020.63,2018.94,-1.69,2017.26,2015.18,627,61
folk,nuances,826,,2016.76,2018.58,+1.82,2006.00,2007.66,412,75
folk,observed,5578,,2015.38,2015.01,-0.36,2006.00,2006.00,4114,688
folk,offer,70920,,2015.44,2016.08,+0.64,2006.00,2006.00,44862,8012
folk,offering,20879,,2015.63,2016.91,+1.28,2006.00,2006.00,11549,2369
folk,offers,17978,,2015.19,2015.84,+0.64,2006.00,2006.00,10629,1982
folk,outcomes,61555,,2016.68,2017.34,+0.66,2006.00,2014.41,32685,6060
folk,outlines,6007,,2015.43,2017.56,+2.13,2006.00,2006.00,3281,620
folk,overlook,1070,,2014.65,2016.65,+2.01,2006.00,2006.14,699,116
folk,overwhelmed,4260,2020,2019.32,2020.64,+1.32,2006.00,2018.92,1766,348
folk,particularly,188237,,2015.47,2014.78,-0.69,2006.00,2006.00,118695,23061
folk,paving,1888,,2015.09,2013.57,-1.52,2006.00,2006.00,808,365
folk,persist,2002,,2016.83,2017.86,+1.03,2006.00,2006.43,1108,200
folk,pioneering,1851,,2015.89,2017.10,+1.21,2006.00,2007.04,1021,174
folk,pioneers,1088,,2014.01,2014.12,+0.11,2006.00,2006.00,683,105
folk,pivotal,4144,2023,2018.52,2019.57,+1.05,2006.00,2017.65,2087,388
folk,poised,1019,,2016.91,2018.58,+1.67,2006.00,2006.00,624,102
folk,pose,7567,,2016.25,2016.03,-0.22,2006.00,2006.00,4889,838
folk,posed,7320,,2016.81,2015.22,-1.59,2006.00,2006.00,4647,739
folk,poses,5057,,2017.18,2017.46,+0.29,2006.00,2006.00,3053,417
folk,posing,1275,,2016.94,2015.97,-0.97,2006.00,2006.00,705,112
folk,postponed,2830,,2016.79,2018.54,+1.74,2006.00,2006.00,1637,269
folk,potential,89721,,2015.22,2015.42,+0.19,2006.00,2006.00,55862,11033
folk,potentially,38693,,2016.87,2016.74,-0.13,2006.00,2006.00,20668,4361
folk,precise,3903,,2014.75,2012.58,-2.17,2006.00,2006.00,3300,391
folk,predominantly,4509,,2015.64,2014.80,-0.84,2006.00,2006.00,2637,459
folk,presents,7391,,2015.38,2016.27,+0.89,2006.00,2006.00,4457,910
folk,preserving,5727,,2016.40,2018.04,+1.64,2006.00,2006.00,3477,530
folk,pressing,7915,,2015.90,2017.43,+1.53,2006.00,2006.00,4606,775
folk,prevalent,2931,,2015.99,2016.18,+0.18,2006.00,2006.00,1701,320
folk,primarily,11092,,2014.78,2014.28,-0.50,2006.00,2006.00,8303,1360
folk,primary,84214,,2016.09,2015.16,-0.93,2006.00,2006.00,49358,9145
folk,promise,39291,,2015.48,2016.13,+0.65,2006.00,2006.00,24319,4347
folk,promising,5686,,2015.61,2015.40,-0.21,2006.00,2006.00,3571,646
folk,pronounced,919,,2015.87,2017.94,+2.08,2006.00,2016.73,612,84
folk,providing,112292,,2015.50,2015.40,-0.10,2006.00,2006.00,69832,13315
folk,realm,2481,,2015.11,2015.09,-0.03,2006.00,2006.00,1385,302
folk,recognizing,12165,,2015.00,2016.56,+1.57,2006.00,2006.00,6063,1288
folk,refine,1485,,2015.75,2013.69,-2.05,2006.00,2006.00,920,126
folk,refining,1207,,2014.35,2015.40,+1.05,2006.00,2006.00,720,145
folk,remains,47421,,2016.45,2016.51,+0.06,2006.00,2006.00,26905,4728
folk,remarkable,19169,,2016.51,2018.13,+1.62,2006.00,2023.17,10528,1715
folk,renowned,3705,,2015.60,2015.17,-0.43,2006.00,2006.00,2164,452
folk,research,95795,,2014.35,2014.71,+0.36,2006.00,2006.00,71435,11793
folk,resulting,11609,,2015.12,2015.57,+0.44,2006.00,2006.00,7932,1429
folk,rethink,2578,,2015.20,2016.75,+1.55,2006.00,2006.65,1432,347
folk,revealed,11141,,2016.07,2015.99,-0.07,2006.00,2006.00,6522,1234
folk,revealing,1642,,2016.82,2014.78,-2.04,2006.00,2006.00,1164,219
folk,reveals,2334,,2014.58,2014.19,-0.38,2006.00,2006.00,1662,293
folk,role,151995,,2015.35,2015.13,-0.22,2006.00,2006.00,93792,17102
folk,seamless,2282,,2014.39,2016.50,+2.11,2006.00,2006.36,1348,208
folk,seamlessly,925,,2017.12,2019.56,+2.44,2006.00,2019.41,436,65
folk,seeks,28033,,2015.87,2014.88,-0.99,2006.00,2006.00,18428,2736
folk,serves,14066,,2016.49,2016.86,+0.37,2006.00,2006.00,8164,1418
folk,serving,35309,,2016.67,2016.77,+0.10,2006.00,2006.00,21227,3217
folk,shaping,4285,2024,2017.88,2019.16,+1.28,2022.54,2023.81,1700,354
folk,showcased,1122,,2016.59,2017.60,+1.01,2009.14,2012.00,524,112
folk,showcases,810,2024,2017.51,2016.77,-0.74,2009.36,2006.00,330,75
folk,showcasing,1580,2023,2018.88,2017.44,-1.44,2015.62,2014.45,601,157
folk,spanning,1112,2024,2019.00,2019.96,+0.96,2013.99,2021.92,548,107
folk,specifically,55979,,2015.75,2016.17,+0.42,2006.00,2006.00,34025,6100
folk,stands,25406,,2015.97,2015.62,-0.36,2006.00,2006.00,15065,2830
folk,statement,113260,,2015.32,2016.18,+0.86,2006.00,2006.00,68071,13030
folk,stemming,822,,2016.96,2017.27,+0.31,2006.00,2006.00,485,87
folk,strategically,2366,,2015.29,2014.58,-0.71,2006.00,2006.00,1294,254
folk,strategies,14150,,2013.83,2013.48,-0.35,2006.00,2006.00,10322,1925
folk,streamline,6194,,2015.89,2017.28,+1.39,2006.00,2008.25,3040,555
folk,streamlined,4127,,2015.23,2015.95,+0.72,2006.00,2006.00,2190,371
folk,streamlining,3946,,2015.22,2016.42,+1.20,2006.31,2010.55,1995,433
folk,struggle,17746,,2016.97,2018.08,+1.11,2006.00,2007.98,8732,1793
folk,subsequently,8749,,2013.88,2013.50,-0.38,2006.00,2006.00,7410,1233
folk,substantial,24081,,2013.70,2013.10,-0.60,2006.00,2006.00,22468,3879
folk,surged,899,2020,2022.07,2022.87,+0.79,2023.91,2024.21,302,56
folk,surpassed,946,,2016.81,2018.72,+1.90,2006.00,2006.00,452,83
folk,swift,6790,,2017.95,2018.07,+0.12,2006.00,2006.00,3271,918
folk,swiftly,5897,2021,2018.76,2018.93,+0.17,2009.08,2007.56,3156,354
folk,techniques,2815,,2011.95,2012.78,+0.83,2006.00,2006.00,2721,374
folk,their,1838474,,2016.13,2016.39,+0.26,2006.00,2006.00,1027284,213669
folk,thereby,5756,,2012.99,2013.42,+0.43,2006.00,2006.00,5279,967
folk,these,876693,,2016.10,2016.24,+0.14,2006.00,2006.00,523390,104742
folk,this,4925972,,2015.83,2016.08,+0.25,2006.00,2006.00,2904603,589958
folk,thorough,7348,,2014.22,2015.34,+1.11,2006.00,2006.00,5484,1053
folk,through,613402,,2016.00,2015.58,-0.41,2006.00,2006.00,339578,70182
folk,transformative,4799,2018,2020.77,2021.75,+0.98,2018.31,2019.39,1618,251
folk,typically,8297,,2017.01,2018.89,+1.89,2006.00,2006.00,4392,846
folk,ultimately,40240,,2017.01,2016.79,-0.22,2006.00,2006.00,23325,3810
folk,underscore,1323,,2018.03,2015.13,-2.90,2006.00,2006.00,734,108
folk,underscores,1452,2023,2019.01,2022.28,+3.27,2018.58,2022.95,630,106
folk,understanding,66983,,2015.20,2014.91,-0.29,2006.00,2006.00,42227,7799
folk,unlocking,2618,2020,2022.09,2022.50,+0.40,2023.51,2023.34,832,139
folk,unparalleled,1330,,2015.99,2014.09,-1.89,2006.00,2006.00,814,111
folk,unveiled,1735,,2015.88,2017.97,+2.09,2006.00,2006.00,869,192
folk,uphold,8645,2025,2018.78,2018.28,-0.50,2017.35,2014.56,4128,667
folk,upholding,3589,2023,2018.52,2020.23,+1.70,2006.00,2017.64,1722,276
folk,urging,5312,,2016.83,2016.56,-0.27,2006.00,2006.00,3204,522
folk,using,78338,,2015.71,2015.54,-0.16,2006.00,2006.00,47995,9025
folk,utilized,2204,,2012.87,2014.69,+1.82,2006.00,2006.00,1310,257
folk,utilizing,1710,,2013.03,2013.99,+0.97,2006.00,2006.00,781,171
folk,valuable,21694,,2014.18,2014.56,+0.38,2006.00,2006.00,14280,2971
folk,various,49491,,2013.94,2013.35,-0.59,2006.00,2006.00,39739,7636
folk,varying,2515,,2014.23,2013.87,-0.36,2006.00,2006.00,1843,339
folk,were,921077,,2015.38,2014.98,-0.40,2006.00,2006.00,579271,118269
folk,while,257510,,2016.49,2017.20,+0.70,2006.00,2006.00,136058,26586
folk,within,215365,,2015.33,2014.89,-0.44,2006.00,2006.00,140407,24327
folk,yielding,7786,,2016.59,2015.40,-1.19,2006.00,2006.00,5427,443
