id,text
ga025,"The failures do not end there. The Liberals also refuse to acknowledge their abject failure on border security, another critical element that Bill C-12 purportedly aims to address. Earlier this year, the Canada Border Services Agency revealed that 600 foreign criminals were scheduled for deportation, but now they have gone missing in custody. This is completely unacceptable and represents a grave threat to public safety. Canada's border must be secure to protect Canadians from criminals and illegal activities, including fentanyl trafficking and gun smuggling. Canadians deserve a government that respects their privacy. Canadians deserve a government that does not overreach with warrantless surveillance powers. Canadians deserve a government that is serious about fighting fentanyl by imposing real consequences on traffickers. Canadians deserve a government that protects our borders. Canadians deserve a government that enforces immigration laws fairly and firmly. Canadians deserve a government that supports law enforcement in combatting organized crime and does not leave foreign criminals at large in our communities. Canadians are looking to this House for leadership, not partisanship, on critical issues like public safety and immigration. While we have serious concerns about how the government first approached matters in Bill C-2, we also acknowledge that Bill C-12 represents a step in the right direction. This very step came because Canadians raised their voices and the Conservatives did our job. We were listening, we pushed back and we demanded better on behalf of the citizens of this country. Our work here is not done. We will support moving Bill C-12 to committee, where it will be scrutinized carefully, and we will work to improve it even further."
ga026,"Madam Speaker, I rise at the second reading stage of Bill C-19, and I will say at the outset that Conservatives will support the bill, because families need help right now. We will let the bill before us pass, because every dollar matters when families are choosing between groceries and other essentials. However, let us be honest about what this is. It is a band-aid solution that barely covers a few trips to the grocery store. This is a recycled Trudeau-era policy that would provide temporary relief without addressing the fundamental problem of driving grocery costs through the roof. During questions and comments earlier in this debate, I heard my colleague from Winnipeg North, across the way, say that the Prime Minister is focused. He will keep saying that, and he will repeat it again when this bill comes back from the Standing Committee on Finance, but the Prime Minister is looking at life through a straw. He needs to take the straw away, open up his eyes and see the problems. The Liberals need to take the focus off trying to make themselves look good and focus on the root issues, the root problems that we are facing and that every household in Canada is facing. We are supporting families in this crisis, but we refuse to pretend that the bill would fix anything. While the government offers handouts with one hand, its policies continue to drive up costs with the other. If it wants to be transparent, then disclose all the taxes that go into something. I remember doing that as the mayor of my city of Moose Jaw. In their tax roll, we showed everyone where their taxes were going, and we should be able to do that for the constituents of our ridings when they are going to the grocery store. When the bill reaches clause-by-clause consideration, I would ask members on the other side to accept an amendment requiring exactly that disclosure."
ga027,"Madam Speaker, I rise at second reading of Bill C-12, and I want to deal with the part of the bill that goes to border security, because the failures do not end with what I have already described. The Liberals also refuse to acknowledge their abject failure on border security, another critical element that Bill C-12 purportedly aims to address. Earlier this year, the Canada Border Services Agency revealed that 600 foreign criminals were scheduled for deportation but have now gone missing in custody. That is completely unacceptable and represents a grave threat to public safety. Canada's border must be secure to protect Canadians from criminals and illegal activities, including fentanyl trafficking and gun smuggling. Canadians deserve better from their government, one that respects their privacy, does not overreach with warrantless surveillance powers and is serious about fighting fentanyl by imposing real consequences on traffickers. Canadians deserve a government that protects our borders, enforces immigration laws fairly and firmly, supports law enforcement in combatting organized crime and does not leave foreign criminals at large in our communities. Canadians are looking to this House for leadership, not partisanship, on critical issues like public safety and immigration. We had serious concerns about how the government first approached these matters in Bill C-2, and I set those concerns out in this place at the time. We also acknowledge that Bill C-12 represents a step in the right direction. That step came because Canadians raised their voices and the Conservatives did our job: We were listening, we pushed back and we demanded better on behalf of the citizens of this country. Our work here is not done. We will vote to send Bill C-12 to the public safety committee, where it will be scrutinized carefully clause by clause, and where I expect officials from the agency to be asked to account for those 600 files."
ga028,"She also noted that those who receive custodial sentences tend to be removed, because they are in custody. Also, CBSA has historically prioritized people serving criminal sentences because they are, frankly, easy to find. We further heard from representatives of the Refugee Centre, and I will read what they told the committee rather than summarize it: “In the first nine months of 2025, the acceptance rate for refugee claims reached 78 per cent, and of those claims less than 1 per cent were fraudulent. What that tells you is that the initial decision-making is generally sound and that the system is working. Yes, it is overloaded. It is still working.” Those were their words. Everyone deserves to be and feel safe in their communities, and that is why Canada's government is taking real action to keep Canadians safe, not through slogans and divisive rhetoric but through comprehensive, evidence-based reforms. We have introduced several major bills: Bill C-2, the strong borders act; Bill C-12, the immigration system and borders act; and Bill C-14, the bail and sentencing reform act, which has introduced over 80 targeted criminal code reforms, many directly addressing extortion. Bill C-14 would create a new reverse onus for individuals charged with violent extortion, making bail significantly harder to obtain. It would require sentences for extortion to be served consecutively to sentences for related offences like arson. It would prohibit weapons at bail for those accused of extortion and organized crime offences. It would strengthen bail conditions for organized crime-related extortion, including geographic restrictions. The Canadian Association of Chiefs of Police has endorsed Bill C-14, stating that it reflects their own recommendations. Police leaders called for broader reverse onus provisions and tougher penalties for organized crime, and Bill C-14 answers all of those calls. We have also made the largest single investment in Canadian border security, $1.3 billion. We are hiring 1,000 new CBSA officers and 1,000 new RCMP personnel. On top of all that, we have created a financial crimes agency to combat money laundering and organized crime."
ga029,"When a father in Deer Lake fills up his truck to go to work, he is paying a premium for the Liberal government's ideology. When a senior in Burgeo looks at the cost of home heating fuel, she is being squeezed by a Liberal plan that makes her life harder every single day. In that context, one would expect legislation from the Department of Finance to show restraint and focus on affordability. Instead, it introduces $37 billion in new Liberal spending, on top of tens of billions already committed. It proposes the creation of a sovereign wealth fund that has no wealth behind it, relying instead on borrowed money. It would allocate billions more to international climate finance, millions for conferences and billions in subsidies that would do little to address the immediate pressures facing hard-working Canadians. This is not a targeted plan to help families. It is an expansion of government at a time when Canadians need the exact opposite.

Liberals brag about $37 billion in spending. If we talk to the sort of small business owner the Canadian Federation of Independent Business, or CFIB, speaks for, or walk into any grocery store between Deer Lake and Burgeo and ask how they are managing to navigate in this environment, they do not want to hear about billions of dollars for international climate conferences. They want to know when prices are going to start to go down so they can manage to drive their kids to the activities they love and, at the same time, keep food on their tables. Seniors still living in their homes on a fixed income want to know when their money will once again be enough to live off. Entrepreneurs want to have confidence that they can grow their business and hire more staff instead of constantly facing more costs that create uncertainty and stress. They want to innovate and work on their business instead of constantly wondering how they are going to make payroll. When the estimates come before the Standing Committee on Finance, those are the questions I intend to put."
ga030,"Mr. Speaker, I rise to speak to Bill C-5, an act to enact the free trade and labour mobility in Canada act and the building Canada act, at second reading, and let me say off the top that I will be splitting my time with a great new member, the hon. member for Terra Nova—The Peninsulas. Since this is my first time speaking for a substantive length of time since the election, please allow me to thank the hard-working, industrious people of Flamborough—Glanbrook—Brant North for the honour of being their voice and their servant and for carrying their hopes and dreams to this place. While I have lived and worked in other places in North America in my career, I have always felt and known that the communities of Flamborough—Glanbrook—Brant North are my true home, and home is where the heart is. It is the honour of my lifetime to serve these great communities. I want to thank my campaign team, including Simon, Mona, Jordan, Wendy, Jim and hundreds of volunteers. Above all, I thank my wife, Tracy, without whose love and support I certainly would not be here today. I will now go to the matter at hand. Canadians are struggling, not because we lack talent and not because we lack resources, but because we are too often being held back by red tape, gatekeeping and a government that over-promises and under-delivers. Nowhere is that clearer than when it comes to getting big projects built or trying to move goods and services and workers across provincial lines in our own country. These barriers do not cost us only time and money. They also cost us opportunities, investments and jobs. That is why this bill is such a missed opportunity. It claims to deliver free trade and fast-tracked projects, but the reality is it would deliver bureaucratic theatre, a showpiece of announcements without the substance to back them up. If the government insists on moving it at this pace, I hope the transport and industry committees will at least be given the time to hear from the premiers before clause-by-clause."
ga031,"Mr. Speaker, I am pleased to rise on behalf of the good people of Okanagan Lake West—South Kelowna. I would like to inform you that I will be sharing my time with the hon. member for Lethbridge. Today's debate is an important one because it goes directly to the affordability crisis Canadians are living through. Often in this place, along with much of the media, we tend to focus on things we most disagree on. Today I will start with what I hope we can agree on: Canadians are struggling with the rising cost of living. They want practical solutions that lower costs now. Allow me to turn from there to fuel prices, which is where most of my constituents start the conversation when I am home. In recent weeks, Canadians have seen sharp increases in the price of gasoline and diesel. Families felt it immediately, and so did farmers, truckers, tradespeople, small businesses and anyone who depends on transportation. I would observe, however, that the answer we get in this place, whenever any of us raise the matter, whether at question period or in the debates we have had on this subject since the House came back, is that global events are to blame, which may well be true, insofar as any of us can judge these things from here, but Canadians do not elect us to describe the problem and then do nothing. They elect us to find solutions. This is why the Conservative official opposition has led the debate on gas prices and affordability. We are not shrugging our shoulders while Canadians struggle, nor have we simply named the problem, but we have proposed solutions."
ga032,"More than $220 million in federal funding went to Stellantis before it announced it was shifting production to the United States, and at Algoma Steel, the Liberals approved $400 million in loans, even though they knew the company's business plan included major layoffs. They are literally subsidizing the loss of Canadian jobs. Workers in Brampton have heard the promise that this government would fight for them. Workers in Windsor have heard the promise that this government would fight for them. Workers in Oshawa have heard the promise that this government would fight for them. Workers in the Soo have heard the promise that this government would fight for them. Folks who work at Honda in my community of Alliston know their livelihoods could be next. If the Liberals' failure to stand up to the United States was not bad enough, an equally serious and entirely self-inflicted threat to the Canadian auto industry comes from their own policies. Their obsessive push for an EV mandate has created uncertainty across the sector. For years, they have warned manufacturers and consumers that gas-powered vehicles would be banned, only to delay its implementation and repeatedly review and assess it. It has been delayed again, and there is still no clarity on what comes next. How can an industry that plans years in advance function when the Liberal government cannot provide even the most basic certainty? Automakers are finalizing their 2028 models today, but they are still guessing at what they will be able to manufacture under this shifting mandate. This has nothing to do with Donald Trump or the United States. The uncertainty choking the Canadian auto industry is made in Ottawa by the Liberals. They boast about supporting pipelines while key ministers work behind the scenes to stop them from ever being built. They scrapped the consumer carbon tax only to impose a harsher industrial version that lands squarely on manufacturers. With the EV mandate, they do the same thing again: big rhetoric about confronting Trump and strengthening the auto sector, even as they cripple the industry with policies that undermine its ability to survive. Auto workers deserve good, stable, paying jobs in a competitive climate that attracts investment."
ga033,"Mr. Speaker, I rise at second reading of Bill C-12, the immigration system and borders act, and I want to pick up where I left off when Bill C-2 was before the House.

The failures do not end there. The Liberals also refuse to acknowledge their abject failure on border security, another critical element that Bill C-12 purportedly aims to address. Earlier this year, the Canada Border Services Agency revealed that 600 foreign criminals were scheduled for deportation, but now they have gone missing in custody. This is completely unacceptable and represents a grave threat to public safety. Canada's border must be secure to protect Canadians from criminals and illegal activities, including fentanyl trafficking and gun smuggling.

Canadians deserve better from their government, one that respects their privacy, does not overreach with warrantless surveillance powers and is serious about fighting fentanyl by imposing real consequences on traffickers. Canadians deserve a government that protects our borders, enforces immigration laws fairly and firmly and supports law enforcement in combatting organized crime, and a government that does not leave foreign criminals at large in our communities. Canadians are looking to this House for leadership, not partisanship, on critical issues like public safety and immigration.

While we have serious concerns about how the government first approached matters in Bill C-2, we also acknowledge that Bill C-12 represents a step in the right direction. This very step came because Canadians raised their voices and the Conservatives did our job: We were listening, we pushed back and we demanded better on behalf of the citizens of this country.

Our work here is not done. We will support moving Bill C-12 to committee, where it will be scrutinized carefully at clause-by-clause, and we will be seeking witnesses from the CBSA on those 600 files. We will work to improve the bill even further before it comes back to this place at report stage."
ga034,"However, there is an even more troubling pattern here. Under the Canada–United Kingdom Trade Continuity Agreement, the U.K. has not been acting fairly toward our pork and cattle producers. The U.K. objects to carcass washes applied at Canadian slaughter plants and opposes the use of growth promotants in beef and pork production. The trade statistics tell the real story of the Liberal government's failure to stand up for our producers. Britain exported over 40 million dollars' worth of beef into Canada in 2024 and nearly 30 million dollars' worth in the first half of 2025. In comparison, Canada exported to Britain just 25,000 dollars' worth in 2024 and, to date, has no beef exports in 2025. For those who are watching, that is 25,000 dollars' worth in 2024, which is unbelievable. This is not fair trade. This is a one-way street that favours British producers, while our farmers and ranchers face non-tariff barriers designed to shut them down. The Canadian Cattle Association and the Canadian Pork Council have both put that on the record at the Standing Committee on International Trade.

As a mayor, I learned that economic development happens through work, not announcements. We attracted major investment to Moose Jaw by rolling up our sleeves and delivering results, $1.3 billion of results in six years, not by staging photo ops but by standing up for our community and for our businesses. The government has forgotten that lesson.

The U.K. and Canada share more than just a monarch. We share values, institutions and centuries of partnership. From Vimy Ridge to Afghanistan, we have stood together. Now, when it comes to trade, we are making them wait while we sort out our bureaucratic mess. During my time at King's College London, I witnessed Britain's commitment to innovation, enterprise and global engagement. The U.K.'s decision to join the Comprehensive and Progressive Agreement for Trans-Pacific Partnership, or CPTPP, represents exactly that forward-thinking approach. Meanwhile, Canada is dragging its feet like we are still debating whether trade is good for the economy."
ga035,"If we are talking about common sense, one of the things the Liberal government has forgotten is the Canadian winter. I am from the Prairies, and I can assure the House that winter is not just a season. It is a test of endurance. We might get March break, but it is a long season. It is endurance when we have -20°C days on a regular basis, -30°C for weeks at a time, and wind chills that blow snow across every single street and road. In these conditions, electric vehicles do not perform the way that they were advertised to, that they were supposed to. The battery range plummets, charging takes longer, running the heater or the defroster drains the power, and suddenly the EV becomes a liability when someone gets stuck in the middle of a gravel road on a dark, windy, storm-filled night. Forgive me if I am a little skeptical when the government that is unable to introduce a budget tells me it has figured out this whole plan, this infrastructure plan and this EV mandate plan. It cannot even plant trees right. Do members remember the two billion trees the government was supposed to plant? It cannot even do that right, never mind get a network of EV chargers across this country. I believe in innovation. I believe in technology. I believe in smart environmental policy. However, I also believe in freedom, something the Liberal government seems to have forgotten. I also believe in common sense, something the Liberal government has yet to come close to mastering. If EVs are the future, which they may be, they should not need government mandates to succeed. They should win on the open market by competing on cost and competing on performance and reliability. When officials come before committee on this mandate, I intend to ask them what a driver stranded at -30°C on a grid road outside Kindersley is supposed to do, and I have not yet had an answer to that question."
ga036,"Mr. Speaker, while the Liberal government continues to rack up debt and deficits, cost of living pressures mount. There are higher taxes, higher inflation and a rising burden on ordinary Canadians. At the same time, we see record food bank growth, including in my constituency at the Samaritan House Ministries food bank in downtown Brandon. That rising burden is resulting in families skipping meals and seniors being forced to choose between heating their homes or putting fuel in their cars. That is not governmental success. That is a systemic failure on a grand scale that is forcing more and more Canadians to be reliant on government handouts just to get by. The Liberal answer is more government programs, more spending and more planning, increasing the money supply, raising debt and calling it investment. That does not change the reality that every dollar collected from Canadians is being poured into interest payments and debt service rather than helping Canadian families make ends meet. I find it ironic that after a decade of lecturing Canadians, the Liberals have finally admitted what Conservatives have said from the very beginning. The carbon tax was a costly, punishing failure, and the mental gymnastics that these Liberals now go through, after 10 years of flogging how the carbon tax was going to save the planet and then proudly putting forward a bill that cancelled it, are nothing short of hypocritical. For years they mocked and demonized anyone who questioned their tax-and-spend climate scheme, and they told families in southwestern Manitoba that paying more to heat their homes, drive their trucks and buy their groceries was somehow good for them in the long run. Now 10 years later, in the middle of an affordability crisis that they helped create, the Liberals are desperately trying to walk back the very policy that they flogged and pushed for countless years."
ga037,"The only thing more dangerous than a government that refuses to defend its borders is a government that no longer believes Canada is worth defending. However, there is hope. There is another path, one led by a man who understands that freedom and order are not opposites but partners. This man is the Leader of the Opposition, and under his leadership, Canada will again have borders that are strong, streets that are safe and a government that minds its own business instead of that of others. The people I represent are ready for that Canada, a Canada in which government protects what matters and leaves the rest to the good sense of the people. They are ready to trade slogans for strength, control for courage and Liberal wokeism for Conservative common sense, because they know the Liberal government has forgotten that freedom is not granted by politicians but is inherited by patriots. Bill C-12 does not solve the problem. The bill is the problem, and it is another example of a government that has lost its way. Conservatives would restore a Canada that is once again strong, sovereign and free. On behalf of the people of Miramichi—Grand Lake, and on behalf of every Canadian who believes in borders, law and liberty, I will vote against the bill, and I would ask the minister to tell the House, before that vote is held, how many of the officers promised in the last two border announcements are actually posted in Atlantic Canada today."
ga038,"Building a stronger Canada takes government, industry and world-class polytechnic institutions. In Burnaby Central, we are proud to be home to the British Columbia Institute of Technology, a national leader defining what polytechnic education means in Canada. BCIT is not just a school. It is where Canada's welders, electricians, engineers, technicians, nurses and innovators get the hands-on training that builds our country and our infrastructure, powers our industries and strengthens our economy. As our government advances $115.2 billion in infrastructure investment, we will rely on BCIT more than ever, because without skilled apprentices, trained tradespeople and innovators ready to lead, no major project gets built, not on time and not on budget. BCIT is building the workforce of tomorrow. Our job is to ensure institutions like BCIT have the tools to keep doing that. Allow me to provide a few examples of this from the innovation side, because innovation is happening in Burnaby as well. I recently toured three remarkable companies. Novarc Technologies is a global leader in welding automation, using AI robotics to tackle complex industrial applications, which is critical as Canada ramps up infrastructure and clean technology projects. Svante Technologies is a world leader in carbon capture, turning climate ambition into action and helping Canada lead in clean technology. BlueForce Energy advances the low-carbon transition through electric fleet conversions, battery storage and renewable energy solutions. I would observe, however, that none of the work I saw on those three shop floors, including, among other things, the welding cells, the capture units and the fleet conversions, gets us anywhere at the scale we need, insofar as we are serious about reducing our carbon intensity and competing globally, unless the apprentices coming out of BCIT and institutions like it are there in the numbers those companies are already telling us they cannot find. Emma reminded me that young Canadians already understand one important truth: we cannot rely on one trading partner. With 70% of our exports going to the United States, trade diversification is essential."
ga039,"According to an article, an economic policy professor from the University of Toronto said that we are “teetering on the edge of a recession”, which will “have a disproportionate impact on young people.” The youth are usually the first and hardest hit when economic conditions are weak. Beyond the job market, young Canadians are trying to enter a housing market that is completely out of reach. Youth are watching their friends move back home, delaying starting families or leaving the country altogether to search for opportunity. They are not choosing these things. They are being pushed into them by government policies that have made life unaffordable. Today's youth are already facing a housing crisis, an impossible-to-enter job market and high living costs. Now the Liberals are saying not to worry. On top of all that, they get to pay for the Liberals' overspending for decades to come. Conservatives refuse to accept that. We believe the government should leave the next generation stronger, not burdened under a weight they did not choose. Third, the budget explodes bureaucracy instead of producing results. The cost of the federal bureaucracy has increased by 80% since 2015, and it grew by $6 billion just last year. Canadians are not asking for more agencies or more layers of red tape. They are asking for results that actually make their lives better. What does budget 2025 deliver to solve the issues concerning Canadians? It doubles bureaucracies to do the jobs of already existing agencies. We can take Build Canada Homes as an example. It was created to work with other sectors and departments to make housing more available and affordable. There is one problem, which is that this already exists. We already have the Canada Mortgage and Housing Corporation, which has programs to finance affordable housing and was already tasked with overseeing the national housing strategy. Instead of fixing its failures, the government simply creates new agencies to hide old problems. That is duplication dressed up as innovation."
ga040,"After a decade of Liberal catch-and-release bail policies, the repeal of mandatory minimum sentences and a series of laws that consistently place the interests of offenders ahead of those of victims, Canadians are understandably concerned and afraid. Allow me to put a few figures on the record. Since 2015, under the Liberal government, human trafficking has increased by 84%, sexual assaults are up nearly 76% and violent crime overall has increased by almost 55%. Those numbers are staggering. They are not abstract statistics pulled from thin air but represent real people in our communities. They represent victims whose lives have been changed forever, families whose sense of safety has been shattered, and communities that no longer feel protected by the justice system that is supposed to serve them. When violent crime rises by more than half in less than a decade, that is not bad luck. That is policy failure. I must say I cannot fathom how a government could weaken bail, repeal mandatory minimum sentences and then repeatedly signal, in its legislation and in its instructions to prosecutors, that incarceration ought to be the last resort even for serious and violent offenders, including, among other things, offences committed while an accused was already on release, and expect the numbers I have just read to move in any direction but upward. Crime did not rise by accident. When a government lowers consequences, crime rises and Canadians are forced to live with the results of that approach every day. This is the backdrop against which Bill C-16 must be assessed. I will now turn to what rising crime looks like in Oshawa, because national statistics tell only part of the story. Oshawa is my home, where I was born and raised and where I have raised my children. Our neighbours still believe in looking out for one another. Oshawa is a community built on hard work, responsibility and fairness, and it is a community that deserves to feel safe."
ga041,"Mr. Speaker, more than $220 million in federal funding went to Stellantis before it announced it was shifting production to the United States, and at Algoma Steel, the Liberals approved $400 million in loans, even though they knew the company's business plan included major layoffs. They are literally subsidizing the loss of Canadian jobs. Lana Payne, the national president of Unifor, put it this way after the Brampton announcement: “We have said from the beginning that public money must come with real, enforceable commitments to keep the work here. Our members did everything that was asked of them, and they are the ones paying the price for a government that handed over the cheque and then walked away from the table.” Those are not partisan words. Folks who work in the auto industry, including those at Honda in my community of Alliston, know their livelihoods could be next, because if the government will not fight for workers in Brampton, Windsor, Oshawa or the Soo, it will not fight for them either. An equally serious and entirely self-inflicted threat comes from the Liberals' own policies. Their obsessive push for an EV mandate has created uncertainty across the sector. For years, they have warned manufacturers and consumers that gas-powered vehicles would be banned, only to delay its implementation and repeatedly review and assess it. It has been delayed again, and there is still no clarity on what comes next. Automakers are finalizing their 2028 models today, and they are still guessing at what they will be able to manufacture. This has nothing to do with Donald Trump. The uncertainty is made in Ottawa. They boast about supporting pipelines while key ministers work behind the scenes to stop them. They scrapped the consumer carbon tax only to impose a harsher industrial version that lands squarely on manufacturers."
ga042,"Mr. Speaker, this is a recurring theme with the Liberal government's approach to the economy. It is always our people who have to suffer the consequences of this Prime Minister's economic and trade failures, and right now they are struggling in record numbers. New insolvency data shows that over 37,000 Canadians filed for insolvency in the first quarter of 2026, the highest level since the great recession. Our people are carrying $2.6 trillion in household debt, while mortgage delinquency has reached its highest level in five years. With this spring economic update, the Liberals are adding more debt, more costs and more taxes on the backs of Canadians, who are already at the breaking point. Even worse, all this is taking place while Canada is still without a trade agreement with the United States. The uncertainty, tariffs and job losses that flow from that into auto manufacturing, into agriculture and right across the economy have more of an impact than anything announced in this update. The Liberals are failing on both fronts. They have not lowered the debt, increased investment or unleashed our economy, and they still have not gotten Canadians the trade deal they need. The Liberals would have us believe that if one does not support their spending, their failures and their misplaced priorities, they somehow do not support this country. It is crazy. Some members in this House may choose to set aside their principles to prop up this government. As a member of His Majesty's loyal opposition, my job is to hold the government to account on behalf of Canadians, and that includes asking the finance minister, when he next appears before the Standing Committee on Finance, on what date he expects a trade agreement with the United States, and what the update assumes about tariffs in the meantime, because I have read the annexes and the assumption is not stated anywhere in them."
ga043,"Madam Speaker, I rise on Bill C-19 at second reading, and I will say at the outset that Conservatives will support it, because families need help right now. We will let the bill before us pass and go on to the finance committee, because every dollar matters when families are choosing between groceries and other essentials. However, let us be honest about what we are being asked to vote on. A band-aid solution that barely covers a few trips to the grocery store. This is a recycled Trudeau-era policy. It would provide temporary relief without addressing the fundamental problem of driving grocery costs through the roof.

I have heard my colleague from Winnipeg North, from across the way, say that the Prime Minister is focused. He will keep saying that, and he will repeat it, but the Prime Minister is looking at life through a straw. He needs to take the straw away, open up his eyes and see the problems. The Liberals need to take the focus off trying to make themselves look good and put it on the root issues, the root problems that we are facing and that every household in Canada is facing.

We are supporting families in this crisis, but we refuse to pretend that the bill would fix anything. While the government offers handouts with one hand, its policies continue to drive up costs with the other. If the government wants to be transparent, then let it disclose, in this bill or in the regulations that follow it, all the taxes that go into something. I remember doing that as the mayor of my city of Moose Jaw. In their tax roll, we showed everyone where their taxes were going. When this bill reaches clause-by-clause consideration, I would ask members on that committee to look at whether we can do the same for the constituents of our ridings when they are going to the grocery store, so that they understand where their taxes go and understand the costs that are being driven up by the Liberal government."
ga044,"Mr. Speaker, I rise to speak against Bill C-12, an act respecting the immigration system and the borders, at the second reading stage, and I do so on behalf of the constituents of Miramichi—Grand Lake. The only thing more dangerous than a government that refuses to defend its borders is a government that no longer believes Canada is worth defending. However, there is hope. There is another path, one led by a man who understands that freedom and order are not opposites but partners. This man is the Leader of the Opposition, and under his leadership, Canada will again have borders that are strong, streets that are safe and a government that minds its own business instead of that of others. The people I represent are ready for that Canada, a Canada in which government protects what matters and leaves the rest to the good sense of the people. They are ready to trade slogans for strength, control for courage and Liberal wokeism for Conservative common sense, because they know the Liberal government has forgotten that freedom is not granted by politicians but is inherited by patriots. Bill C-12 is not a solution. It is exactly the problem, and it is just another example of a government that has lost its way. When this bill goes to the public safety committee, members on this side will be moving amendments to that effect, and I said as much when the minister first tabled it. On behalf of the people of Miramichi—Grand Lake, on behalf of every Canadian who believes in borders, law and liberty, I will vote against the bill at second reading. Only Conservatives will restore a Canada that is once again strong, sovereign and free, but not free for the taking."
ga045,"This arose from a court ruling, a superior court ruling in Ontario. People do not really know this, but a superior court is a lower court. It is not the Supreme Court, as one of my colleagues on the other side said this morning. It was appealable. It was not a great decision, because this is already dealt with. Although it is not a law, there is a process by which the Minister of Immigration, and one of my colleagues on this side said that this is how it is dealt with currently, can actually deal with these lost Canadians very easily with her current power. She knows that. The government knows that, but it will not admit it. Canadian citizenship is not just a passport. It is a privilege, a responsibility and a bond to this country. Bill C-3 would weaken that bond, because it would allow people with minimal ties to Canada to claim the same rights and benefits as those who have lived, worked and contributed here. That is the problem here. The government is doing something when it already has tools to address it, and it is widening the whole approach to this to make sure we are doing something. Most Canadians would say, “What are you doing, and why are you doing it?” It effectively says that we are opening the door here, for all intents and purposes, for the foreseeable future and confusing everybody, causing problems we are going to have to address one way or another. When the bill reaches committee, I want the department to tell us, case by case, how many grants the minister has already made under the authority she has now and how many files are still sitting in the queue. I asked for that figure before the election and I have not been given it yet, so I am not willing to take on faith the claim that the existing authority cannot do the job."
ga046,"If we are talking about common sense, one of the things the Liberal government has forgotten is the Canadian winter. I am from the Prairies, and I can assure the House that winter is not just a season. It is a test of endurance. We might get March break, but it is a long season. It is endurance when we have -20°C days on a regular basis, -30°C for weeks at a time, and wind chills that blow snow across every single street and road. In these conditions, electric vehicles do not perform the way that they were advertised to, that they were supposed to. The battery range plummets. Charging takes longer. Running the heater or the defroster drains the power, and suddenly the EV becomes a liability when someone gets stuck in the middle of a gravel road on a dark, windy, storm-filled night. Forgive me if I am a little skeptical when the government that is unable to introduce a budget tells me it has figured out this whole plan, this infrastructure plan and this EV mandate plan. It cannot even plant trees right. Do members remember the two billion trees the government was supposed to plant? It cannot even do that right, never mind get a network of EV chargers across this country. I believe in innovation. I believe in technology. I believe in smart environmental policy. However, I also believe in freedom, something the Liberal government seems to have forgotten. I also believe in common sense, something the Liberal government has yet to come close to mastering. If EVs are the future, which they may be, they should not need government mandates to succeed. They should win on the open market by competing on cost and competing on performance and reliability. That is how innovation works, and it does not work by force."
ga047,"However, there is an even more troubling pattern here. Under the trade continuity agreement, the U.K. has not been acting fairly toward our pork and cattle producers. The U.K. objects to carcass washes applied at Canadian slaughter plants and opposes the use of growth promotants in beef and pork production. The trade statistics tell the real story of the Liberal government's failure to stand up for our producers. Britain exported over 40 million dollars' worth of beef into Canada in 2024 and nearly 30 million dollars' worth in the first half of 2025. In comparison, Canada exported to Britain just 25,000 dollars' worth in 2024 and, to date, has no beef exports in 2025. For those who are watching, that is 25,000 dollars' worth in 2024, which is unbelievable. That is not fair trade. It is a one-way street that favours British producers, and our farmers and ranchers face non-tariff barriers designed to shut them down. As a mayor, I learned that economic development happens through work, not announcements. We attracted major investment to Moose Jaw by rolling up our sleeves and delivering results, $1.3 billion of results in six years, and we did it by standing up for our community and for our businesses rather than by staging photo ops. The government has forgotten that lesson. The U.K. and Canada share more than just a monarch. We share values, institutions and centuries of partnership. From Vimy Ridge to Afghanistan, we have stood together. Now, when it comes to trade, we are making them wait while we sort out our bureaucratic mess. During my time at King's College London, I witnessed Britain's commitment to innovation, enterprise and global engagement. The U.K.'s decision to join CPTPP represents exactly that forward-thinking approach. Meanwhile, Canada is dragging its feet like we are still debating whether trade is good for the economy."
ga048,"Under the Liberal government, there is a two-tier tax code for Canadians. There is one for the rich Liberal friends of the Prime Minister and another for everyone else. Worse yet, in this costly Liberal budget, the Liberal Prime Minister gave himself and his buddies a tax break on the purchase of luxury yachts and private jets, while voting against scrapping taxes on food and groceries. The Liberal Prime Minister helped design a tax system he did not have to live under, because he was living outside of it. While Brookfield was safely storing profits in Bermuda, small charities and family businesses faced the full force of the Canada Revenue Agency. On top of egregious tax avoidance, the Liberal Prime Minister's conflict of interest cover-up is even worse. Brookfield's own chief operating officer confirmed this month that 95% of the firm's companies are not covered by the so-called ethics screen. On the company's own count, and I believe this is right, that is somewhere around 1,900 companies left outside it. Those companies stand to benefit from government decisions that will enrich the Prime Minister personally at the expense of taxpayers, and Canadians will be kept in the dark about how those companies are involved. The Liberal Prime Minister is even taking private meetings with Brookfield executives at the Prime Minister's Office and while he travels overseas. With ethics like this, how can Canadians trust him? He is starting to look a lot like the last Liberal prime minister, just more costly. Canadians deserve a prime minister whose loyalty is to the public, not to his private portfolio or the shareholders of Brookfield. Canadians feel betrayed, and they are entitled to know, before this budget passes, which side of that tax code they are on."
