id,text
v3_137,"Madam Speaker, I thank the Minister of Post-Secondary Education, Training and Labour for his statement on the InnovateNB Awards, and I join him in recognizing this year's recipients. They are pushing boundaries and driving progress in this province, and that deserves the House's notice. The minister used the phrase ""growing confidence"" in New Brunswick's business climate. I wrote it down. Growing where, and for whom? I would put it to him that confidence is not shared equally across all sectors and communities, and I've heard the member for Campbellton-Dalhousie say much the same thing in this Chamber twice this fall. Innovation does not exist in a vacuum. It requires a supportive ecosystem, and the barriers many innovators face here have not moved. Our rural areas still struggle to access the resources and the support that urban centres enjoy. The benefits have to reach every corner of the province and not just those with established networks. The recipients are inspiring, but I want to ask the minister what we are doing to cultivate the next generation. Investments in education, mentorship programs, and accessible funds are essential if our youth are going to lead the charge. And while we celebrate, we still need continued investment in research and development, particularly in clean technology and sustainable practices, the sectors that align with the economic goals this government has set out. When the estimates for the department come before the Committee of Supply, I intend to ask about exactly that. Government, industry, and communities working together is the only way an inclusive environment gets built. Thank you, Madam Speaker."
v3_138,"Too often, the subsidies and the incentives go to large corporations. Not to the small and medium-sized businesses that create most of the local jobs in our communities. That is backwards. Direct that investment to smaller businesses instead and the wealth generated by economic activity stays in New Brunswick communities, in the towns where it was earned in the first place. One idea that has been suggested is stronger support for community economic development corporations, which allow residents to invest directly in businesses by purchasing community investment shares. Nova Scotia and Prince Edward Island have done it. Hundreds of enterprises have been launched under those models, including renewable energy projects and community-based ventures. It works. With provincial support and promotion, it could work here too. Citizens raised energy as well. The message was not complicated. Stop leaning on large, high-risk megaprojects. There is growing support for a diversified approach focused on efficiency and renewables: an energy investment fund to help new technologies reach commercialization, a modest levy on electrical bills dedicated to efficiency and renewable projects, and a Property Assessed Clean Energy program to fund solar installations, battery storage and efficiency upgrades. Household costs would come down. Skilled jobs would go up. And the long-term electrical demand challenge NB Power is facing gets a little easier, which is not a sentence I get to say often in this Chamber. Then there is procurement. Every year the provincial government spends tens of millions of dollars on goods and services. Much of that money leaves. It goes to large corporations, or to suppliers outside this province, and it does not come back. Send even a small portion of it to local businesses, cooperatives and social enterprises and you have created something real. Hospitals, universities, schools and correctional facilities buy much the same things year after year. Redirect a small share of those contracts and it ripples."
v3_139,"Madam Speaker, the motion reads as follows.

WHEREAS the 2017 From Surfaces to Services report identified the critical need for a comprehensive, coordinated approach to improving public transportation across the province, yet no meaningful action has been taken;

I repeat: no meaningful action has been taken. Eight years.

WHEREAS appointing a Minister responsible for public transportation would provide the leadership, the coordination and the accountability needed to develop, fund and integrate public transportation services throughout New Brunswick;

BE IT THEREFORE RESOLVED that the Legislative Assembly urge the Premier to give the Minister of Transportation and Infrastructure a mandate for public transportation;

BE IT FURTHER RESOLVED that the Legislative Assembly urge the government to allocate the necessary resources and funding to support the New Brunswick Transportation Authority to create and implement a public transportation strategy.

A mandate. That is the word in the motion, and I will say it again -- a mandate. Not a study. The report is written. It has been written since 2017."
v3_140,"Madam Speaker, my colleague across the way said a few minutes ago that this bill will ""approve the Mactaquac project."" That is not what is in front of us at second reading. The bill's aim is to make things easier, not to approve them. It removes barriers, it provides clarity, and it makes sure New Brunswick is prepared to move forward when the time comes. On the consultation point the member raised: the proposal was drafted with the Office of the Attorney General, Service New Brunswick, the Department of Post-Secondary Education, Training and Labour, and the Department of Indigenous Affairs. The NB Power Board of Directors will continue to oversee all security measures — and ""continue"" is the word I want on the record, because financial accountability and risk mitigation do not move anywhere. The information will be used as the basis of the proposal submitted for government approval, and it will be reviewed before any authorization. The Mactaquac Life Achievement Project is a bold and necessary investment in our energy future, and this bill ensures we are prepared to meet its challenges with the flexibility, clarity, and confidence required. I urge all members to support the bill and take the next step toward securing clean energy for New Brunswickers, today and for decades to come. Thank you, Madam Speaker."
v3_141,"Madam Speaker, I rise today with great satisfaction and deep gratitude. After years of waiting, the new, hoped-for bridge between Île Lamèque and Shippagan will be built.

I will be honest with the House. I did not think I would be standing here saying that. I have said in this Chamber before that I had given up on it, and I was wrong.

I thank the Premier, Hon. Susan Holt, and the Minister of Transportation and Infrastructure, Hon. Chuck Chiasson, for coming to the region in February and making that announcement, which marks a turning point for our communities. The bridge will simplify travel, strengthen our connections with the rest of the province, and bring new economic opportunities to our people.

I don't know the engineering side of it and I'm not going to pretend I do. But on behalf of my constituents, I want to express our gratitude to everyone who played a role in making this important project happen. Thank you, Madam Speaker."
v3_142,"Thank you, Madam Speaker. Members of the New Brunswick Psychiatric Association are in the gallery today, and several of them sit on the association's Board of Directors. A few of them travelled from as far as Bathurst to get here for two o'clock. Their work holds up mental health and well-being in this province. The association keeps working with the Department of Health, and our system of care is stronger for that. There is more to say about it, and I will say it later today. Thank you. Thank you, Madam Speaker."
v3_143,"Madam Speaker, I learned this week that Roméo H. LeBlanc has died. He was 102. He was an Acadian, and he was a veteran of the Second World War. As Minister responsible for Military Affairs, I want to pay tribute to him for his exceptional service to our country.

The war was not the end of it. For the decades after he came home he stayed with the veterans' community, showing up for the men and women who had served, and making sure that the ones who did not come back were still spoken about by name at the Legion and in his own town. Courage, devotion, a deep sense of duty. He had all of it, and he would have waved it off if you said so. He would have.

On behalf of the government of New Brunswick, I extend my sincerest condolences to his family, his loved ones, and the entire veterans' community. We will remember him. Thank you, Madam Speaker."
v3_144,"Thank you, Madam Speaker. As the holiday season comes on, I rise to talk about shopping local.

Small businesses are the heartbeat of New Brunswick's economy. They are the cafes and restaurants where neighbours gather, the boutiques and artisans that bring character to our downtowns, and the family-owned shops passed down through generations. They are the local producers who remind us that world-class quality is made right here at home. They are employers, they hold up their communities, and they are a real part of the economic development of this province.

When we choose to shop locally, particularly during the holidays, we are doing more than purchasing a gift. We are investing directly in our communities. For every dollar spent locally, more of that dollar stays right here in New Brunswick, creating jobs, supporting local supply chains and strengthening our regional economies. Honestly, I'm not an economist, and I couldn't tell you the exact multiplier. I do know what it looks like on a main street when the money stays.

At the Premier's open house yesterday, the turnout was strong and the vendors were a genuinely varied bunch. I'll admit I went in expecting the same faces I always see. I was wrong. I spoke to one vendor who started his business at nine years old.

So go to the markets this holiday season. Visit a neighbourhood shop you have walked past for years. Find the artisans, and choose New Brunswick-made products and services where you can. The choices are small, and they add up, and by supporting local shopping we're supporting the people who support us all year.

A special thank-you to everyone who was out yesterday and who spoke to those vendors."
v3_145,"Madam Speaker, a new provincial website went live this week: artsculturenb.ca. It puts artists, artisans and the places you can go and see them in one spot, and it arrived just in time for the holiday season.

A New Brunswicker hunting for a gift can find one on it — a print, a concert ticket, a bowl, a Saturday market two towns over. Artists and organizations post their own events and their own work on the site themselves. Nobody has to ask us first.

We built it so that more people know what is being made here, get out to see it, and pay for it. I encourage everyone to visit artsculturenb.ca and see what this province is making.

This holiday season, let's encourage local shopping, celebrate our local talent, and support the artists who make our province extraordinary. Thank you, Madam Speaker."
v3_146,"Thank you, Madam Speaker. I'll be honest with the House — I am not a transportation planner, and I had to go back and read the 2017 report again before I put this motion on the order paper. From Surfaces to Services. It said this province needed a comprehensive, coordinated approach to public transportation. That was 2017. Nothing meaningful has been done since.

Whose desk is it on? I don't know. That is the whole problem. Nobody owns the file, so nobody answers for it. Give one minister a mandate and somebody has to answer for the leadership, the coordination, the money, the way the pieces connect, and the schedules that never line up.

Be it therefore resolved that this Legislative Assembly urge the Premier to give the Minister of Transportation and Infrastructure a mandate for public transportation; and be it further resolved that this Assembly urge government to allocate the resources and the funding the New Brunswick Transportation Authority needs to create a public transportation strategy and to implement it."
v3_147,"Madam Speaker, I appreciate the minister's statement on the InnovateNB Awards. It is an occasion to celebrate the people who are pushing boundaries and driving progress in New Brunswick, and I congratulate this year's recipients. But no innovator works in a vacuum. Someone has to build the ecosystem around them, and this province still puts barriers in the way of people who are trying. The minister told the House that businesses have a growing confidence in New Brunswick's climate. Not every business shares it. A machine shop in Doaktown, a software firm in Moncton, a boat builder on the Acadian Peninsula, a woodlot operator, a nurse practitioner running her own clinic — they do not all get at the same programs on the same terms. Rural applicants cannot reach the resources and the supports that people in the urban centres reach. Innovation has to pay off in every corner of this province, not only for the people who already know whom to call. This year's recipients inspire me. But who is coming after them? We equip our youth by funding schools, by pairing them with mentors, and by opening funds they can actually get at. And the departments have to keep putting money into research and development, particularly in clean technology and sustainable practices, which is where our economic goals point. Let government, industry, and communities do this together, and let us leave nobody out. Our future depends on it. Thank you, Madam Speaker."
v3_148,"The bill empowers the minister to require health care organizations to implement improvement plans. Accountability matters, and I'm not going to stand here and argue against it. What worries me is centralization. Health care organizations operate in vastly different environments, such as urban hospitals, rural facilities, community clinics, and long-term care settings. A one-size-fits-all approach imposed from the centre may not reflect local realities. In Perth-Andover the nurse practitioner covers three villages and does her own scheduling; a plan written on Queen Street will not know that. Ministerial authority should support improvement rather than replace professional judgment. Oversight should guide, not micromanage.

Perhaps the most serious issue lies in subsection 6.2. It says that if the Health Quality and Patient Safety Act conflicts with the Right to Information and Protection of Privacy Act, this Act prevails. That is a significant legal step. Government members are effectively creating an exception to one of the most core privacy protections governing public institutions. I am not a lawyer, and I would welcome being told I have this wrong. But I read subsection 6.2 four times last night and that is what it says.

The government argues that confidentiality encourages open discussion during safety reviews. There is merit to that. Health care professionals must feel safe speaking candidly. Overriding existing privacy legislation still demands rigorous justification. What could be withheld, from whom, with what appeal? Too much secrecy undermines public trust. Too little discourages honest reporting. This clause deserves detailed committee scrutiny.

The bill also expands rules allowing the disclosure of incident reports and improvement findings. System-wide learning is a good objective. Disclosure frameworks still have to protect patient identity. My fear is that information flows upward into bureaucracy and never reaches the front-line practitioners who could prevent the next one. Learning has to travel across the system, not just up into reports.

One theme runs through the bill: administration. New committees, new reporting obligations, new procedural requirements. Administration is not inherently negative. But every hour spent preparing reports is an hour not spent with patients, and the government has to show these additions will measurably improve care outcomes. Otherwise we are adding weight to a system already struggling."
v3_149,"Bill 40 amends the Health Quality and Patient Safety Act. That Act already sets up a framework for reviewing patient safety incidents and learning from them. The government says the amendments will improve how health care incidents are reviewed, strengthen collaboration, make reviews more consistent, and improve transparency for patients and families. Nobody is going to stand up and oppose that. But a bill is not judged by what it intends. It is judged by what it does.

So I want to put some questions to the minister. What specific problem is this bill trying to fix? Are incident reviews not happening now? Are the lessons not being shared? Are patients not being told? Are the health authorities ignoring recommendations? We raised this at the briefing on the bill. Those answers are not clearly provided.

Legislative change should follow a demonstrated gap. The government has not put forward data showing a systemic failure under the current law. Without that, we are legislating in search of a problem rather than solving one. Diagnosis before treatment.

The biggest change here is a new body, the New Brunswick Quality of Care and Patient Safety Advisory Committee, established and maintained by the minister. On paper, who could oppose expert advice on patient safety? Here is where I would slow down. Health care professionals in this province already answer to Horizon Health Network, Vitalité Health Network, professional regulatory colleges, accreditation bodies, internal quality review committees, and patient advocacy offices. Is this improving outcomes? Is it another layer? Which of those bodies gets wound up when this one starts? I don't know. Front-line workers already tell us they spend more and more of the day filling out forms instead of caring for patients. If this committee becomes one more reporting layer with no measurable improvement, we will have worsened the very system we set out to help."
v3_150,"Madam Speaker, I want to start by recognizing that this bill brings forward some long-overdue clarifications. It updates outdated language, replacing legal Latin with plain English. That might seem minor, but clarity matters. It also simplifies the processes for brewers and distillers to sell their products at what the bill calls ""approved farmers' markets"" — and I would like the minister to tell the committee who does the approving. Small producers in New Brunswick have been asking for this. When a microbrewery or a craft distillery can connect directly with customers at the Saint Andrews farmers' market, the St. George market, or the market in St. Stephen, it helps drive tourism, encourages entrepreneurship, and strengthens local economies. I applaud that part of the bill.

The minister used the word ""modernization"" a few minutes ago. I'll use it too, but modernization should never come without scrutiny. This bill sets production caps: 500 000 L for brewers, and 75 000 L for distillers. That is when they are ""operating as agents under the New Brunswick Liquor Corporation."" Those are the bill's words, not mine, and ""as agents"" is doing a great deal of work in that clause. Now, those sound like fair limits. Were these caps determined in consultation with our smaller producers or primarily with larger operators? Will this inadvertently favour those already established in the market, making it harder for start-ups to grow into the next tier?

We've seen this before, where well-intentioned changes to regulation end up benefitting those with deeper pockets and more connections, while small business owners struggle with compliance costs and licencing delays. Craft producers in St. Croix and elsewhere in New Brunswick, people who pour their life savings into starting a brewery or a distillery, say: We don't mind rules, but we just want fair ones.

This is my question for the government: How will fairness between small and large producers be ensured under this new licencing model?"
v3_151,"Madam Speaker, I'm delighted to announce that we have launched a new provincial website for the arts, culture, and creative industries in New Brunswick. It's called artsculturenb.ca, and it's here just in time for the holiday season. The site puts our artists, our artisans, and our cultural experiences in one place: a printmaker in Sackville, a fiddler with three dates before Christmas, a pottery studio that runs Saturday classes, a theatre company, a woman who carves birds. New Brunswickers looking for a gift, a show, or something to do on a Friday night can find it there and put their money into our creative sector at the same time. People working in the sector post their own events and creations to it. They don't need our permission and they don't need our help. I encourage everyone to visit artsculturenb.ca. This holiday season, let's shop local, celebrate our talent, and support the artists who make our province extraordinary. Thank you, Madam Speaker."
v3_152,"Madam Speaker, I rise today to recognize the enduring significance of the Battle of Vimy Ridge, fought on April 9, 1917, one of the defining moments in Canada's history. I am not a historian, and I would not pretend to be one in this House. But I know what the date means. Since 2006, the Vimy Foundation has been dedicated to raising awareness and educating Canadians about the battle, and this year's campaign marks the beginning of the lead-up to the 110th anniversary of the Battle of Vimy Ridge in 2027. As we approach Vimy Week, from April 2 to 9, I encourage all members of this House to wear the Vimy Pin. It is composed of four distinct colours, and it symbolizes the unity and sacrifice of the four Canadian divisions that fought together for the first time at Vimy Ridge. I had to be told that about the colours. Now I know. By wearing it, we honour their courage, their sacrifice, and the legacy they left behind, a legacy that helped define our nation. Thank you, Madam Speaker."
v3_153,"This approach lets the province put its own money and its own people back on the work only the province can do, and lets private practices handle the routine calls, because that is where the expertise already sits. We are not walking away. We want a model that is more modern, that lasts, and that lines up with how the rest of Canada does this, so that a farmer can still get a vet who knows what is coming at that farm now and in ten years. New Brunswick can build that model around what farms actually need, and the quality of the work does not have to drop to do it. We know the change is worrying people. In remote regions, producers are asking what a call will cost and who will answer it, and in several of those regions they were already waiting too long before we touched anything. So we are building a support program for private sector veterinarians. It will offset costs such as travel, so a producer in Restigouche can get the same visit as a producer twenty minutes from Sussex. What we have said so far has not settled every worry. It does show that we mean to fix these things case by case. The labs matter here. Our labs catch an emerging disease early, they stop an outbreak before it moves, and they keep the food supply safe, and every existing lab stays open through the whole transition so that no farmer and no veterinarian loses a day's work waiting on a result. We still have to agree on this, and I want to hear your opinions, your ideas, and your worries. This is a big change, and it will only work if the people it lands on decide to take part."
v3_154,"Bill 40 proposes significant amendments to the Health Quality and Patient Safety Act. That Act already establishes a framework for reviewing and learning from patient safety incidents. According to the government, the amendments aim to improve how health care incidents are reviewed, strengthen collaboration, enhance consistency and improve transparency for patients and families. Those are worthy objectives. No reasonable person opposes a system that learns better and communicates better with the families who need to hear from it.

But legislation is not judged by its intentions. It is judged by its consequences.

So, before we create new structures or grant new powers, what specific problem is this bill trying to address? The Act already provides a framework for patient safety reviews. What has failed? Are incident reviews not occurring? Are lessons not being shared? Are patients not being informed? These concerns were raised during the briefing on the bill, and rightfully so, because legislative changes ought to follow a demonstrated gap and the government has not put clear data in front of this House showing a systemic failure under the current law. Without that, we are legislating in search of a problem. Diagnosis comes before treatment.

Bill 40 also creates a New Brunswick Quality of Care and Patient Safety Advisory Committee, established and maintained by the minister. On paper that sounds fine. Who could oppose expert advice on patient safety?

Here is where we should slow down. Health care professionals in this province already operate within Horizon Health Network, Vitalite Health Network, professional regulatory colleges, accreditation bodies, internal quality review committees and patient advocacy offices, and every one of those structures generates paperwork that somebody in scrubs has to fill out at the end of a shift. Front-line workers are telling us they spend more time on forms than on patients. Are we improving outcomes, or are we adding bureaucracy? If this committee is one more reporting layer with nothing measurable behind it, we will have made the system worse. That is my worry."
v3_155,"Thank you very much, Mr. Speaker. I want to talk about labour relations in New Brunswick. Workers make their living inside those relations, and the economy of this province grows or stalls with them, so this matters to everyone in this Chamber. Over the last few years the Higgs government and the labour movement have fallen into a troubling pattern. The government has not sat down with workers and their representatives to talk and to bargain. It has legislated instead. Bill 23 in 2022. Bill 17 last fall. The essential service legislation this House debated in December 2019. Three separate times, this government settled a labour question inside the Legislative Assembly rather than at a table with New Brunswick workers sitting across from it. It did not consult the unions properly and it did not work with them, and the distance between this government and the people who do the work has widened every time. Each one of those bills was a chance the government let go by. The amendments to the Public Service Labour Relations Act were a chance. The change to the essential service legislation was a chance. Employers and employees have to trust one another to get anything done, and this government has spent that trust down to very little. Workers across the province feel it. Nurses feel it, snowplow operators feel it, the people who answer the phones at Service New Brunswick feel it, and so do the folks in the yards in Edmundston. They are disillusioned. Morale in the workforce has dropped, and our industries are less productive and worse off for it."
v3_156,"Madam Speaker, on October 24, in Newtown, we marked the 105th birthday of Ms. Laura Anderson. Laura is strong, she is vibrant, and she is still living independently in her own home. She held a valid driver's licence until just this past month, which is a bit over 88 years after she got her first one, and she was still taking short drives on the rural roads she knows so well. Laura and her late husband, Thomas, were true pioneers in this province's agricultural and tourism sectors. They were founding members of the Agricultural Museum of New Brunswick, and that museum has done as much as any body in this province to preserve our farming heritage. In 1967, Canada's centennial year, they opened New Brunswick's very first farm vacation experience. Families and travellers came from across the province and from around the world, and they kept coming for decades. Laura still shares her humour, her stories and her advice, whether or not you asked for it. Congratulations on 105 years, Laura, and thank you."
v3_157,"Too often the subsidies and the economic development incentives go to large corporations, not to the small and medium-sized businesses that create most of the local jobs in our communities. Put that money into the smaller shops and the wealth generated by economic activity stays here. It stays in the community that generated it.

The people who came to our sessions kept coming back to community economic development corporations. Residents buy community investment shares and put their money directly into a business down the road from them. Nova Scotia and Prince Edward Island have launched hundreds of enterprises this way — wind projects, a fish plant, community-based ventures, a bakery. If the province backed the model and promoted it, entrepreneurs here could use it too, and small places could hold onto the businesses they start.

The same people want the province to modernize how it thinks about energy. They are not asking for another large, high-risk megaproject. They want efficiency and renewables, spread across a lot of smaller bets. Set up an energy investment fund so a new technology can get to commercialization. Put a modest levy on electrical bills and dedicate it to efficiency and renewable projects. Run a Property Assessed Clean Energy program that pays for solar installations, battery storage, new windows, insulation, heat pumps. Households would pay less for power. Tradespeople would get skilled work. NB Power would face less of the long-term electrical demand it keeps warning us about.

Finally, citizens want the province to spend its own money closer to home. Government buys tens of millions of dollars of goods and services every year, and much of that currently goes to large corporations or to suppliers outside this province. Send even a small portion to local businesses, to cooperatives, to social enterprises, and you have created real opportunity in communities across New Brunswick. Hospitals, universities, schools, correctional facilities — they know what they will need to buy next year and the year after. Redirect a small share of those contracts on purpose and the money moves through the whole province."
v3_158,"Thank you, Madam Speaker. I rise today in sadness on the passing of Robert Hosford, beloved husband, father, pop pop, uncle, great-uncle, and friend. Robert passed away on Wednesday, November 12. I did not know him nearly as well as many of the people who will be in that room this week, and I am not going to pretend otherwise. But I know what his family has told me. He left behind a legacy of love, laughter, and adventure. He was a devoted family man and the cornerstone of his family, always putting their needs before his own. His love and support knew no bounds, and he was always there to lend a helping hand or offer a listening ear. I am told that warm smile and that infectious laugh could light up a room. His sense of humour could turn even the toughest day into a memorable moment. Robert was his family's biggest cheerleader, proudly supporting their endeavours and celebrating their success. Whether he was cheering on his favourite team or teaching a lesson, his passion for sports was only matched by his love for his family. Please join me in expressing condolences to Robert's family and friends. Thank you."
v3_159,"Madam Speaker, I want to recognize Nursing Home Without Walls. The program makes a real difference for seniors in our communities. Today it is partnered with Horizon Health Network at the Miramichi Regional Hospital, in the main lobby, from 7 a.m. to 2 p.m., giving seniors hands-on help to set up access to MyHealthNB, the secure online portal that lets a person view their own blood work and their own imaging results instead of waiting on a phone call or a letter in the mail. Staff will walk them through it. All you need is a Medicare card and an email address. That is it. Horizon staff verify who you are and give you the access code right there. No appointment. No registration. A senior who can see her own blood work is a senior who stays connected to her own health and stays independent longer. That is the point of it. Thank you, Madam Speaker."
v3_160,"Madam Speaker, I rise today with great satisfaction and deep gratitude. After years of waiting, the new bridge between Île Lamèque and Shippagan will be built. The Premier, Hon. Susan Holt, and the Minister of Transportation and Infrastructure, Hon. Chuck Chiasson, came to the region in February and made the announcement themselves. It was blowing sideways that morning, as it does. I thank them both. That announcement marks a turning point for our communities. The bridge will simplify travel, strengthen our connections with the rest of the province, and bring new economic opportunities to our people. On behalf of my constituents, I want to express our gratitude to everyone who played a role in making this important project happen. Wela'lin. Thank you, Madam Speaker."
v3_161,"Bill 40 proposes significant amendments to the Health Quality and Patient Safety Act. That Act already sets up a framework for reviewing and learning from patient safety incidents. According to the government, the amendments aim to improve how health care incidents are reviewed, strengthen collaboration, enhance consistency, and improve transparency for patients and families. Those are worthy objectives. No reasonable person opposes a system that learns better.

But legislation is judged by its consequences, not its intentions, and as we examine Bill 40 closely, several questions arise. Before we create new structures or grant new powers: what specific problem is this bill trying to address? The existing Act already provides a framework for patient safety reviews, so what has failed? Are incident reviews not occurring? Are lessons not being shared? Are patients not being informed? Are health authorities ignoring recommendations? These concerns were raised during the briefing, and rightfully so. Legislative changes should follow demonstrated gaps. The government has not presented clear data showing a systemic failure under the current law. Without that, we risk legislating in search of a problem rather than solving one.

One of the most significant changes is the creation of a New Brunswick Quality of Care and Patient Safety Advisory Committee, to be established and maintained by the minister. On paper this sounds reasonable. Who could oppose expert advice on patient safety?

Here is where prudence requires us to slow down. Health care professionals in this province already operate within multiple oversight structures: Horizon, Vitalite, the colleges, accreditation bodies, internal quality review committees, patient advocacy offices. I was at the Chalmers in February. The staff there did not ask me for another committee. They are already telling us they spend increasing amounts of time filling out forms instead of caring for patients. If this becomes another reporting layer without measurable improvement, we will have unintentionally worsened the very system we set out to protect."
v3_162,"Madam Speaker, I want to recognize the work of Nursing Home Without Walls. It makes a difference. Today the program is with Horizon Health Network at the Miramichi Regional Hospital, in the main lobby, from 7 a.m. to 2 p.m., helping seniors set up access to MyHealthNB, the secure online portal where a person can look at their own blood work and their own imaging results. Hands-on help. A senior needs two things to walk in there and come out with an account: a Medicare card and an email address. That is it. Horizon staff verify identity on the spot and hand over the access code. No appointment. No registration. This is what breaking down a barrier looks like, and it is how seniors in our communities stay connected to their own health information and stay healthy and independent where they live. Thank you, Madam Speaker."
v3_163,"Property owners pay the cost of assessment fee on the property tax bill, and that fee goes through Finance and Treasury Board. Property owners also pay charges through their local tax rates. So the same owner is paying twice, directly and indirectly. First, the Finance and Treasury Board cost of assessment fee printed on the tax bill. Second, the municipal taxes that are used to pay Service New Brunswick for assessment services.

Madam Speaker, most New Brunswickers do not know that. They look at the one visible charge on the bill and assume that is the entirety of the assessment cost. They do not realize that the municipality is paying Service New Brunswick as well.

I want to be absolutely clear about something. This motion does not criticize the work performed by Service New Brunswick. Assessment services are necessary. Municipalities require accurate assessments, and Service New Brunswick provides an actual service to municipalities and to rural districts. Finance and Treasury Board is not providing assessment services. Finance and Treasury Board is charging the cost of assessment fee directly through the property tax bill, and that is the charge this motion seeks to eliminate. After years of rising assessments and rising costs, the time has come to do it.

I brought my own notice with me. Mine went up somewhere around 11% to 12% in a single year, against 3% or so the year before that. That figure is off my kitchen table, not out of the department, and I would welcome the minister correcting it with the departmental number.

No homeowner asked for property values to surge. No senior on a fixed income requested that a modest house be reassessed at a dramatically higher value, and we all know that assessments have gone up in recent years. With COVID-19 and people moving to New Brunswick, home prices went up, and fair market value is a big factor in the assessment process. That is why the increase was what it was. Every time an assessment rises, the government's revenue from this fee rises with it. That creates a perception, and it is a troubling one: that government benefits financially from the very increases that keep a woman on a fixed income awake at two in the morning."
v3_164,"Employees must have at least 90 days of continuous employment to be eligible for the leave, which aligns with leave provisions in other provinces. Employees are required to inform their employer as soon as possible of their need for leave. Employers may also require reasonable medical documentation confirming that the employee is unable to work due to illness or injury. That is not a hurdle. It gives an employer some assurance and some predictability about who is coming back and when, and it keeps the leave from being something other than what this House intended it to be. Madam Speaker, this amendment is an important step forward. It strengthens protections for workers at a time when they are most vulnerable, and it does that while taking account of what workplaces across this province actually look like — a garage with four employees, a call centre with four hundred, a farm where the season does not wait for anybody's recovery. New Brunswick should be a place where people can live and work with dignity. No one should have to choose between their health and their job. This amendment addresses a clear gap in our legislation. It is a practical step. Thank you very much, Madam Speaker."
v3_165,"Thank you, Madam Speaker. The holiday season is nearly here, and I rise to talk about supporting our local businesses at the time of year when our communities are shining brighter than ever. Small businesses are the heartbeat of New Brunswick's economy. I mean the cafes and restaurants where neighbours gather, the boutiques and artisans that give our downtowns their character, the family-owned shops passed down through generations, and the local producers who remind us that world-class quality is made right here at home. They are not only storefronts. They are employers, they support their communities, and they are essential contributors to the economic development of this province.

When we choose to shop locally, particularly during the holidays, we are doing more than purchasing a gift. We are investing directly in our communities. For every dollar spent locally, more of that dollar stays right here in New Brunswick, creating jobs, supporting local supply chains and strengthening our regional economies. I'm not an economist, and I'm not going to stand here and put a number on that multiplier. But I saw the thing itself yesterday at the Premier's open house. So many vendors, and such a range of them. I spoke with one man who started his business when he was nine years old. Nine.

Well, that turnout told me two things. New Brunswickers want to buy local. And the talent in our small business community is remarkable. I encourage everyone to get out to the markets this season, visit the neighbourhood shops, find the artisans, and choose New Brunswick-made products and services. Choices big and small make a real difference, especially at this time of year. When we support local, we support the people who support us all year. I want to thank everyone who was out yesterday and took the time to speak with those vendors."
v3_166,"As New Brunswickers gather around their Christmas trees this year, they'll be exchanging more than just presents. They'll be swapping stories about how the Holt government has turned its promises into mere ornaments — sparkly, shiny, and completely hollow. First, there was the balanced budget promise, the one we were told would be delivered with fanfare and a drumroll. Instead, what do we have? A deficit under the tree. It's not even the gift that keeps on giving. It's the gift that keeps on taking. Then there's the carbon tax adjustor, a promise so simple it could have been done with the stroke of a pen. Instead, it's still there, adding to the prices of everything we buy every day. That's not the Christmas cheer we were hoping for. New Brunswickers have been promised a lot of things, and promises aren't just for the Christmas season. They're for the whole year. It's time they deliver. There's a fuel receipt sitting on the dash of my truck from Sunday afternoon. The adjustor is on it. It'll be on the next one too."
v3_167,"Madam Deputy Speaker, the treatment of nursing home workers under Premier Higgs' leadership was concerning. Taking them to court and suggesting that they relocate to Alberta for better wages was not only a failure in negotiation but a betrayal of the individuals who provide essential care to our vulnerable populations. I was not in the room for those talks. I have read the filings and I have spoken with two workers from the home in my riding, and that is the extent of what I know first-hand. One of them, a personal support worker with 22 years in, told me she had already looked up the flights. Then there was the 16-day school strike and the subsequent use of emergency orders to force workers back to work, which raised real questions about this government's commitment to meaningful dialogue and to the right to strike. Watering down binding arbitration, introducing scab-friendly legislation, and now this pension bill: the pattern erodes the foundation of workers' rights. I am not a labour lawyer. I do not know whether the arbitration change would survive a court challenge and I will not pretend that I do. What I do know is that the decisions made in this building land on the livelihoods of countless individuals and on the health of our communities. You will recall the unions expressing their vehement disagreement with the wage-freeze restriction mandate, the 0% wage mandate in the early years of this government. In the face of a global pandemic, our frontline workers were nothing short of heroes. The union leaders rightly asserted that these heroes deserved more than zeroes in their wage agreements. I have never had a better line handed to me, and I did not write it."
v3_168,"Thank you, Madam Speaker. Our government's economic development strategy is focused on one clear priority: building a stronger and more competitive New Brunswick that is a source of opportunities for people in this province. New Brunswick succeeds when our businesses succeed. When companies grow, reach new markets and invest in their operations, they create jobs and they pay for the public services families rely on. I will be honest with the House: I cannot predict the global economy, and I am not going to stand here and tell members I can. What I can tell you is what we are doing. The strategy builds on our existing strengths. It focuses on productivity, it supports innovation, and it helps New Brunswick companies compete in a global economy that keeps changing on us. It reinforces our commitment to attracting investment, to key sectors such as defence and mining, and to long-term sustainable growth. We are bringing departments together around shared priorities and measurable outcomes. This is not work government can do alone. I have learned that the hard way at more than one table. It needs industry, academia, communities across the province, and every member of this House. Early feedback from stakeholders has been positive, and what they mention is our focus on clarity, discipline and results. New Brunswick has what the world wants. We are competing to win, and when our economy grows, that pays for better services for New Brunswickers. Thank you, Madam Speaker."
